SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT07R,DA0708DR07R,DADC407R,DA0GR07N,DAGC407R,DA311TA08R,DA311TR08R,DA311TW08R,DA311TM08R,DA311TC08R,DA311TS08R,DB311TA08R,DH311TA08R,DW311TA08R,DO311TA08R,DE311TA08R,DACTA08R,DA0CT07R,DA0CC07R,DA0CS07R,DA0CA07R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
La Porte,101916,101 HARRIS,04,AA,13,7905,9,36,54,2,37.8,7,10,7,16,8,95.5,0,8.7,506,83.7,74,94,94,81,77,94,56,72,79,87,66,88,51.4,28.2,998,19.8,1143,502,1,3,10,44,9,34,93094,68295,55850,47849,30,6.9,15.8,39.1,11.1,19.6,15.7,7,9,81,2,78,8,3,3,3,4,721310,1.305000,80961066,10412,15,79,5,24260475,33,103813299,63732084,8196,54,9,5,15,18,34200363,4398,58,16,6,3,3,8,3,3
Pasadena,101917,101 HARRIS,04,AA,57,50603,8,77,13,3,69,28,8,25,15,5,95.5,0.9,19.8,1984,67.2,67,88,94,78,67,89,58,65,78,86,65,78,45.5,17.1,950,19.2,6893,3332,1,2,8,48,6,35,85969,72562,55245,46101,49,7.3,15.2,47.9,9.8,18.5,15.2,8,25,64,3,70,8,0,16,3,3,196076,1.350000,433307369,8731,50,39,11,43946033,13,497069218,360572410,7265,58,6,7,11,18,209941384,4230,18,16,52,3,3,4,1,3
Spring,101919,101 HARRIS,04,AA,32,33121,39,38,19,5,65.2,15,10,15,24,11,95.3,0.2,7,1612,84.9,67,89,92,76,69,89,57,68,79,86,62,78,66.1,18.7,943,18.4,4470,2199,1,2,8,49,10,30,90937,73354,55993,45421,46,7.4,15.1,52.4,8.5,18.4,21.9,21,14,64,2,65,13,2,8,4,7,232040,1.440000,287150276,8910,44,49,7,39979610,17,323125255,237239085,7362,59,6,6,11,18,139468085,4328,57,21,7,8,4,1,1,1
Spring Branch,101920,101 HARRIS,04,AA,46,31955,7,55,32,6,54.9,32,11,32,17,6,95.6,0.4,10.6,1809,83.5,78,92,93,86,81,95,61,67,94,92,66,92,87.4,43.3,1048,23.4,4513,2294,1,3,9,51,8,28,113867,74732,59309,49351,42,7.1,13.9,36.9,11.7,25,16.1,5,20,72,2,68,10,1,11,2,7,528697,1.285000,317338349,9887,18,71,11,26535269,11,317060503,266416959,8300,61,5,6,10,18,162009994,5047,54,17,11,14,3,0,2,0
Tomball,101921,101 HARRIS,04,AA,12,9336,7,20,69,4,20.3,10,7,9,26,7,95.5,0.2,9.4,544,83.6,82,95,96,88,85,97,63,70,86,90,64,93,73.8,37.1,1036,22.3,1228,605,1,3,8,49,10,29,97915,74493,55431,47994,18,7.6,15.4,30.9,11.9,18.6,13.7,1,7,91,0,74,6,2,5,4,8,444230,1.275000,87242583,9612,21,75,4,20577704,31,78131923,65388673,7205,55,7,5,11,22,36223459,3991,70,15,4,4,2,1,3,1
Sheldon,101924,101 HARRIS,04,AA,9,5774,25,58,16,1,77.2,27,6,26,11,5,95.8,0.1,12.8,221,68.6,64,87,91,75,63,88,56,67,70,71,63,76,58.2,10.3,877,17.3,769,376,3,3,7,49,6,32,82162,69613,56710,46657,45,7.5,15.4,62.4,6.8,12.9,21.2,26,20,54,1,70,7,1,17,2,3,576708,1.430000,62860242,11116,18,74,8,10923008,23,69437175,44967983,7952,56,7,5,14,19,24937698,4410,57,15,11,11,3,0,2,1
Huffman,101925,101 HARRIS,04,RE,5,3083,2,12,84,1,25,4,9,4,17,8,95.4,0,2.9,242,92.2,76,93,93,84,78,94,62,69,78,91,68,90,51.9,20,960,19.7,402,191,1,3,8,48,6,34,89934,63142,51047,43903,7,7.7,16.1,40.1,10.6,13.9,14.9,1,1,98,0,73,8,7,1,4,7,234558,1.380000,25780924,8467,49,45,5,5529315,26,25045397,21000844,6897,54,6,5,14,21,11236118,3690,70,15,7,0,4,1,3,0
Karnack,102901,102 HARRISON,07,AA,2,204,70,4,26,0,90.7,2,15,2,39,16,96.2,0,23.1,11,76.9,59,86,.,75,48,83,51,.,76,.,58,58,66.7,.,.,.,48,23,3,4,14,49,10,20,67547,54638,33944,39056,63,4.3,8.8,34.4,16.2,21.5,4.2,77,0,23,0,74,6,9,1,10,1,776647,1.040000,3189859,14632,24,59,17,558867,25,2778352,2706674,12416,51,9,8,13,19,1379700,6329,48,14,30,0,4,0,4,0
Marshall,102902,102 HARRISON,07,AA,11,5743,41,22,37,1,63,11,13,11,23,11,95.6,0,13.2,349,80.1,64,86,90,75,66,86,51,66,77,69,56,89,59.3,17.2,977,19,1004,436,1,3,6,43,14,33,80294,59185,51064,41170,47,5.7,13.2,41.1,11.6,18.7,21.8,26,3,70,0,84,8,0,3,4,2,446706,1.040000,47112880,8218,29,57,14,9237282,23,45540544,42956169,7493,58,6,6,10,20,25049291,4369,61,16,13,2,4,1,3,0
Waskom,102903,102 HARRISON,07,AA,3,719,23,18,59,0,52.6,9,15,8,26,4,95.5,0,7.5,48,90.6,74,93,98,83,73,85,57,74,81,.,67,83,68.4,7.7,.,18.2,133,73,2,2,3,55,18,20,69950,58577,45306,37919,16,5.4,9.9,38.2,11.9,15.8,22.8,5,1,93,0,80,11,0,1,7,0,517141,1.190000,8241302,11047,27,66,8,771540,11,10803818,6217822,8335,62,6,5,11,17,3837996,5145,57,13,15,1,9,0,5,0
Hallsville,102904,102 HARRISON,07,AA,7,4019,7,7,84,1,35.6,2,11,2,34,6,96.5,0,6.4,256,90.1,85,97,96,92,85,95,62,80,88,91,77,90,68.1,15.4,959,20,635,298,1,3,6,47,10,34,83852,63841,48020,42093,14,6.3,13.5,33.4,12.8,14.5,12.3,3,1,96,0,71,8,9,1,6,5,631412,1.359000,38741154,9982,24,70,6,12032377,34,33662397,29685080,7649,54,8,6,13,19,16108834,4151,68,18,5,0,5,0,3,0
Harleton,102905,102 HARRISON,07,AA,3,686,4,3,92,1,34.1,2,14,2,38,8,96.3,0,0,52,100,89,99,99,93,85,96,89,89,89,.,81,91,73.3,24.2,.,20.8,113,57,2,3,4,51,10,31,62484,56053,40255,39716,3,6.1,12,38.9,12.3,15.7,20.7,2,2,97,0,80,7,4,1,7,2,226037,1.255000,6014800,8768,54,38,8,1637692,29,5562080,5259748,7667,57,6,5,14,18,2996578,4368,63,11,14,0,6,1,5,0
Elysian Fields,102906,102 HARRISON,07,AA,3,975,15,3,81,0,42.1,1,13,1,24,5,95.7,0,4.5,82,92.1,80,95,96,86,80,97,58,78,83,.,73,91,80,30.4,.,20.3,158,84,1,5,4,53,9,28,78550,58122,45453,39896,16,6.2,11.6,26.2,13.5,27.4,4.1,7,1,92,0,69,7,13,0,8,3,456593,1.270000,10544802,10566,25,70,5,2828754,37,10040273,7630082,7645,57,6,6,11,21,4354020,4363,64,12,12,0,7,1,5,0
Channing,103901,103 HARTLEY,16,RE,1,128,0,10,90,0,36.7,2,9,2,48,8,96.3,0,0,8,100,83,99,.,86,86,90,.,86,83,.,78,100,.,28.6,.,18.9,26,15,4,3,0,59,11,23,76735,56466,.,39888,0,4.9,8.3,19.6,13.8,15.2,6.4,0,0,100,0,76,5,8,1,9,0,1018892,1.040000,1831280,13465,18,78,4,752169,37,1652586,1574905,11580,54,17,4,11,14,842506,6195,71,9,11,0,5,1,3,0
Hartley,103902,103 HARTLEY,16,AA,1,202,0,47,54,0,59.4,26,10,26,32,8,96.2,0,0,9,100,63,92,96,69,71,86,.,47,72,.,61,88,77.8,42.9,.,21.6,33,21,3,0,0,64,9,24,81714,.,.,37496,15,6,9.4,37.2,10.3,6.9,27,0,0,100,0,91,0,0,0,9,0,462200,1.115000,2248071,12630,30,63,7,509989,27,2238793,1753035,9849,55,13,4,14,13,970502,5452,65,11,12,3,6,0,3,0
Haskell Cons,104901,104 HASKELL,14,RE,3,602,5,37,57,0,72.3,2,14,2,38,5,96,0,2.1,48,97.9,88,96,93,93,90,.,88,80,93,.,85,92,80.5,6.1,942,18.1,126,67,1,2,4,53,12,27,86520,57176,48937,39599,15,4.8,9,19.5,17.3,13.3,4.5,0,4,96,0,72,13,8,0,6,0,197728,1.170000,7737575,12052,64,26,10,1513963,22,7354416,7122491,11094,56,7,5,15,16,4015049,6254,45,18,27,1,5,1,4,0
Rule,104903,104 HASKELL,14,AA,1,146,2,33,65,0,62.3,5,14,4,49,4,97,0,4.8,20,95.2,68,91,95,81,59,96,.,36,82,.,53,78,64.7,36.4,.,23.5,32,18,3,3,4,57,13,20,64000,53000,48220,41865,19,4.6,8.1,11,19.2,11.7,5.4,0,0,100,0,80,4,3,3,11,0,191282,1.170000,1820109,11520,62,28,10,0,0,1745714,1745714,11049,62,9,5,9,15,1088742,6891,53,14,18,1,10,0,5,0
Paint Creek,104907,104 HASKELL,14,RE,1,147,3,21,76,0,59.9,3,10,3,42,6,97.1,0,12.5,8,87.5,79,95,.,82,95,96,.,88,77,.,80,100,85.7,0,.,19.2,30,17,2,3,2,58,14,22,91014,50000,44270,35406,10,5,8.6,35.3,9.4,11.8,24,0,12,88,0,75,3,9,0,12,0,246089,1.170000,1580107,13391,48,36,16,470201,32,1548008,1447674,12268,55,14,2,11,18,802467,6801,44,13,23,3,14,0,3,0
Katherine Anne Porter,105801,105 HAYS,13,RE,1,122,0,8,92,0,25.4,0,13,0,56,0,90.7,.,29,19,41.9,60,81,.,71,80,98,.,.,63,.,33,74,62.5,30,1017,.,25,15,3,5,9,61,0,23,55001,39200,28975,32042,11,4.8,7.9,71.2,8.7,29.9,22.2,0,0,94,6,92,1,0,0,7,0,0,0.000000,1254608,10118,78,7,16,409495,45,1258962,1212407,9777,57,10,6,8,19,685067,5525,48,15,28,0,9,0,0,0
Texas Preparatory,105802,105 HAYS,13,AU,1,77,8,78,12,3,31.2,0,7,0,0,0,95.3,0,.,0,.,59,78,33,70,86,.,.,50,.,.,50,.,.,.,.,.,18,7,0,0,0,39,17,44,.,.,.,26046,83,4.3,11,100,1.6,0,33.5,57,0,43,0,100,0,0,0,0,0,0,0.000000,775090,8425,89,1,11,-32199,-4,814167,814167,8850,39,15,15,23,9,316046,3435,75,14,11,0,0,0,0,0
San Marcos Cons,105902,105 HAYS,13,AA,11,7333,5,70,24,1,63.3,8,9,8,23,10,94.8,0.1,10.5,430,75.8,67,89,93,78,66,89,57,61,85,75,58,89,57.8,16.3,905,18.5,1068,528,1,2,8,49,5,34,97405,69211,53695,44410,47,6.9,13.9,38.9,12,23,18.9,2,25,72,1,77,11,5,1,3,5,407499,1.370000,77163631,10749,20,71,9,18473617,34,120503722,59712041,8318,56,8,5,10,21,33609020,4682,65,17,10,1,3,1,2,2
Dripping Springs,105904,105 HAYS,13,AA,5,4010,1,14,83,2,10,4,10,4,12,6,96.3,0,1.5,259,95.5,88,98,96,93,90,97,71,75,90,95,69,94,95.8,55.2,1120,23.7,518,252,1,3,9,49,9,31,93311,66814,56077,46033,15,7.7,15.9,31.8,11.4,20.2,14.4,0,6,93,1,85,10,0,1,2,2,516821,1.415000,39675645,10560,14,81,5,17073767,54,50641697,28220429,7511,54,7,5,11,24,15229802,4054,61,28,3,0,2,2,4,1
Wimberley,105905,105 HAYS,13,AA,4,1930,1,14,84,2,22.2,4,10,4,22,9,95.8,0,3.7,154,94.4,87,98,99,92,87,98,67,69,90,85,78,97,81.1,27.6,1015,21,274,156,1,3,5,57,11,23,92841,68465,50008,46276,8,7.1,12.4,29.5,13.4,16.3,12.3,0,2,98,0,72,11,6,1,3,5,643303,1.213000,18040021,9294,18,80,2,2699930,15,17444750,15509953,7991,56,8,6,12,17,8720400,4493,67,17,6,1,3,1,5,0
Hays Cons,105906,105 HAYS,13,AA,18,12981,5,56,38,1,41.5,12,10,12,19,8,96,0,7.8,613,83.8,69,89,90,76,77,91,60,60,83,75,57,87,71,20.6,954,19.1,1815,863,1,3,10,48,7,31,79237,65771,50204,42263,34,7.2,15,47.7,9,22.4,14.9,1,18,80,0,66,10,5,7,3,8,235959,1.461000,115886197,9778,47,47,6,14148083,15,148416166,88387379,7458,55,6,5,12,22,48599079,4100,68,16,9,1,2,1,3,1
Canadian,106901,106 HEMPHILL,16,AA,4,718,1,39,60,0,36.9,17,9,16,21,2,96.5,0,0,45,91.7,80,93,97,88,83,91,.,66,88,.,65,83,88.6,22.6,.,19.6,138,75,1,4,4,54,11,27,95000,66000,50031,43510,11,5.2,9.6,18.7,15.8,12,5.7,0,5,95,0,84,6,2,3,4,0,1765678,1.290000,11587524,16530,11,86,2,8356496,54,11510751,8063792,11503,52,8,5,15,20,4197754,5988,66,11,13,2,4,0,5,0
Athens,107901,107 HENDERSON,07,AA,7,3471,15,35,49,1,62.6,22,10,22,22,5,95.7,0.4,6.8,194,84,71,90,90,82,69,92,52,64,81,.,63,89,56.3,33.3,989,22.2,537,240,1,4,6,45,13,31,90730,64184,48968,41368,23,6.5,14.5,33.4,12.6,21.4,20.3,5,9,85,0,67,8,4,11,4,6,286637,1.153000,30021960,8771,38,49,13,6108607,26,29138932,26369368,7704,57,7,6,11,19,15072955,4403,59,13,16,2,4,1,4,1
Brownsboro,107902,107 HENDERSON,07,AA,7,2718,8,9,82,1,46.1,3,12,3,28,5,95.2,0,6.3,191,90.3,75,94,89,84,77,92,59,70,77,81,69,82,39.8,24.2,982,20.2,390,192,1,3,6,49,13,28,67013,60735,46464,40815,13,7,14.1,31.2,13.3,14.3,16.2,7,1,92,1,71,10,8,1,6,5,218319,1.145000,24337469,8786,51,37,12,2784994,14,25974895,21284618,7684,55,8,5,11,22,11670960,4213,55,25,8,0,5,2,3,2
Cross Roads,107904,107 HENDERSON,07,AA,3,608,1,5,94,0,52.5,2,11,2,30,8,95.8,0,2.2,45,97.8,73,93,95,83,70,88,.,60,74,.,66,88,25.6,10,.,18,84,46,5,4,5,55,12,20,49367,65000,33269,39228,5,7.2,13.1,37.6,11.4,14,28.9,2,0,98,0,81,6,6,0,6,0,426012,1.176000,6097914,10197,30,65,6,1675840,34,5119830,4523960,7565,55,7,7,11,20,2504661,4188,66,11,11,0,6,1,6,0
Eustace,107905,107 HENDERSON,07,AA,4,1558,2,7,90,1,62.4,1,17,1,20,5,96.3,0,5.3,92,93.7,73,95,95,82,72,88,54,64,74,57,69,90,43.8,8.6,925,20.7,250,125,1,4,4,50,16,26,89563,60235,49915,41021,4,6.2,12.4,42.3,10,10.4,21.2,0,1,98,1,84,5,7,0,3,1,281109,1.268000,13963598,8662,41,52,6,1422045,13,19708408,12029781,7463,56,7,7,9,21,6755478,4191,66,15,10,0,4,0,5,0
Malakoff,107906,107 HENDERSON,07,AA,6,1143,12,13,73,2,58.8,5,13,4,32,6,95.3,0,6.3,73,88.6,73,95,93,83,73,87,55,73,76,.,68,89,31.7,15.8,1002,17.8,221,107,1,3,3,49,16,28,82718,59696,55313,42644,22,5.2,10.6,28.8,12.7,8.6,13.6,13,1,84,2,72,14,5,3,6,1,729940,1.160000,14392974,12782,18,74,8,428550,4,23433479,11118609,9874,60,7,4,10,19,6653590,5909,52,17,20,1,5,1,2,4
Trinidad,107907,107 HENDERSON,07,AA,1,226,23,9,68,0,57.1,0,13,0,28,13,93.7,0,15,14,70,45,79,73,59,54,84,36,21,54,.,37,80,100,22.2,.,16.3,46,23,4,9,2,49,15,20,66316,47789,18000,37495,20,5,10,40,9.2,4.4,31.3,9,0,91,0,78,8,6,0,7,0,160516,1.200000,2678856,10033,66,26,8,605113,27,2578587,2408826,9022,50,11,7,15,17,1198770,4490,57,15,17,0,5,1,5,0
Murchison,107908,107 HENDERSON,07,AA,1,147,2,20,78,0,56.5,9,12,9,0,5,96.2,0,.,0,.,72,96,.,77,81,93,.,85,70,.,58,.,.,.,.,.,30,13,7,3,6,45,15,24,50725,53800,35734,38570,13,4.9,10.9,37.1,10,11,21.4,7,0,93,0,82,11,7,0,0,0,261770,1.040000,1668454,10905,50,38,11,434385,30,1982250,1463028,9562,60,14,6,10,10,878656,5743,69,15,15,0,0,0,1,0
La Poynor,107910,107 HENDERSON,07,RE,4,470,14,5,81,0,52.8,1,11,1,27,2,95.7,0,2.5,39,92.5,77,92,95,85,84,97,61,62,80,.,70,97,28.1,11.1,.,20.8,80,40,1,5,2,50,15,27,83368,50757,43158,41769,11,5.9,11.8,22.7,13.8,10.1,22.8,3,0,97,0,79,4,9,1,7,0,874603,1.090000,5404207,10852,21,74,5,1344474,25,4500673,4115682,8264,58,11,5,10,16,2396129,4812,70,10,12,0,5,1,2,0
One Stop Multiservice Chart,108801,108 HIDALGO,01,EA,6,968,1,98,1,0,96.6,44,6,42,32,1,78.6,.,6.9,141,32.2,19,63,.,25,31,62,.,18,.,.,20,26,2.2,.,.,.,127,41,3,9,5,32,17,33,71393,36854,42311,29886,95,7.6,23.6,58.5,6.1,4.9,18.2,0,85,10,5,85,5,10,0,0,0,0,0.000000,7424632,8408,74,1,25,72803,2,7186480,7185789,8138,49,7,13,16,16,3482161,3944,38,7,51,1,3,0,0,0
Technology Educ Charter,108802,108 HIDALGO,01,AA,2,517,1,83,12,4,61.7,23,3,23,0,0,96,.,.,6,.,70,90,83,78,76,.,83,65,93,.,59,.,0,.,.,.,62,31,2,3,5,50,16,24,105611,51500,42696,35210,89,8.4,16.8,87,2.3,13,33.3,0,64,16,20,100,0,0,0,0,0,0,0.000000,3268771,7248,81,9,10,53185,1,3001058,3001058,6654,47,11,8,27,8,1407235,3120,63,4,25,2,6,0,0,0
Mid-Valley Academy,108804,108 HIDALGO,01,EA,2,302,0,95,5,0,84.8,18,6,18,20,0,85.8,.,34.7,58,18.1,21,56,.,22,35,61,.,21,.,.,21,39,10.7,0,.,.,29,12,1,3,3,40,0,52,82625,55771,35854,32688,97,10.3,25.5,80.5,5.7,8.5,52,0,91,4,4,86,8,0,0,5,0,0,0.000000,1903951,7555,89,0,11,420115,21,1514810,1514810,6011,45,13,17,17,9,676251,2684,49,9,37,1,5,0,0,0
Idea Academy,108807,108 HIDALGO,01,RE,6,2714,1,93,4,2,71.8,24,4,23,0,6,97.3,0.2,.,25,.,80,94,95,84,85,99,83,79,87,95,76,100,.,13.8,903,18.8,342,143,2,3,13,42,7,33,74306,62193,46641,43242,76,7.9,18.9,70.1,5.2,13.8,30.3,1,61,37,1,97,3,0,0,0,0,0,0.000000,20733365,10002,72,15,13,6193409,26,15459212,15097221,7283,58,11,5,7,19,8709176,4201,69,4,25,2,0,0,0,0
Vanguard Academy,108808,108 HIDALGO,01,RE,1,423,0,96,4,0,78.3,24,3,24,0,0,97.5,0,.,0,.,77,93,99,87,74,.,.,77,92,.,76,.,.,.,.,.,39,23,5,8,5,59,10,13,63511,52807,48985,39621,90,10.9,18.5,43.1,6.4,17.5,27.5,0,87,13,0,87,4,4,0,0,4,0,0.000000,2882750,7812,78,6,16,330320,17,2379178,2273050,6160,56,15,5,7,17,1276479,3459,65,6,28,2,0,0,0,0
Donna,108902,108 HIDALGO,01,AA,20,13936,0,99,1,0,95.9,55,8,53,16,9,95.5,0.6,15.3,375,61.7,57,79,85,71,62,88,86,56,73,40,56,79,78,3.4,930,16.5,2458,929,1,2,8,38,14,38,75104,62861,51343,43040,94,5.7,15,53.1,8.9,10,15.5,1,85,13,2,55,7,0,31,3,3,56709,1.200000,137353014,10319,70,10,20,6367158,6,148350208,126584758,9510,55,6,4,13,21,69450666,5218,57,9,27,3,2,0,2,0
Edcouch-Elsa,108903,108 HIDALGO,01,AA,8,5651,0,100,0,0,95.6,40,8,39,22,12,97.3,0.4,11.1,246,78.8,57,82,86,72,53,81,.,57,50,.,56,69,81.2,7.9,822,16.3,999,389,0,2,5,39,17,37,115769,64080,54592,43659,98,5.7,14.5,50.1,9.6,9.5,10.8,1,94,5,1,79,8,0,1,5,7,37317,1.258000,60018588,10729,69,12,20,2175570,5,65149037,53056770,9485,52,8,3,15,22,27380962,4895,49,17,19,3,4,1,6,2
Edinburg Cons,108904,108 HIDALGO,01,AA,37,29762,0,97,2,1,85.5,33,9,32,18,7,96,0.2,10.4,1311,79.6,69,89,94,79,70,89,76,69,81,92,67,85,88.7,6.1,944,17.1,4186,1983,0,2,9,47,12,30,94212,70648,57198,46733,95,7.1,15,36.3,11.2,12.4,9.2,0,91,8,0,42,9,3,30,5,11,164138,1.115000,263997914,9206,57,27,16,23258833,9,265656033,231406818,8069,57,5,4,11,23,130670478,4557,40,12,20,20,4,2,3,1
Hidalgo,108905,108 HIDALGO,01,AA,7,3395,0,100,0,0,89.8,56,5,56,23,8,95.8,0,1.1,155,85.7,65,84,85,75,69,90,.,64,.,.,64,78,71.1,4,862,15.7,540,256,1,3,7,47,10,31,82176,66023,59454,45539,96,6.3,13.2,44,10.2,16.6,13.1,0,87,6,7,77,6,0,11,4,2,109616,1.320000,36861641,11080,66,16,18,3308180,12,48730859,32804399,9860,58,7,4,11,21,18944822,5694,47,8,35,4,4,0,3,0
McAllen,108906,108 HIDALGO,01,AA,32,24902,1,92,6,2,69.1,31,8,31,20,8,96,0.5,16.7,1214,73.2,70,89,91,80,72,90,73,68,86,93,65,84,79.9,18.3,967,18.6,3498,1741,2,2,9,50,9,28,70013,68617,54479,48949,84,7.1,14.3,33,13,18.1,9.8,1,75,24,1,58,8,3,21,5,6,231406,1.145000,213518298,8694,46,40,14,17397721,10,269161210,198866324,8098,58,6,5,11,21,114662145,4669,37,13,15,20,5,7,3,1
Mercedes,108907,108 HIDALGO,01,AA,10,5483,0,99,1,0,92.2,30,7,27,22,8,96.2,0.6,12.7,228,72.9,56,82,88,69,58,85,80,56,57,.,54,77,79.3,7.9,947,17.8,811,359,1,2,8,44,11,33,80086,64912,54959,44389,93,6.8,15.3,43.9,10.9,7.9,14.2,0,87,11,2,62,9,1,22,4,2,59284,1.290000,56081542,10638,66,14,21,5621599,13,55955501,48461264,9192,52,9,4,11,24,24994653,4741,49,16,25,2,3,0,3,1
Mission Cons,108908,108 HIDALGO,01,AA,19,15501,0,98,2,0,84.3,35,8,34,25,6,95.7,0.3,5.9,640,78.3,69,90,95,78,71,90,80,69,70,78,66,79,70.3,6.8,936,17.3,2167,987,1,2,8,46,10,33,84068,70088,57499,46300,91,7.2,15.7,38.9,11.4,11.9,11.8,1,85,13,1,52,6,1,30,5,7,95468,1.180000,142004141,9235,65,18,16,22341580,19,136842862,120792283,7856,55,5,5,11,24,66760671,4342,63,10,18,2,3,0,3,1
Pharr-San Juan-Alamo,108909,108 HIDALGO,01,AA,38,29966,0,99,1,0,89.3,42,8,40,13,9,94.5,0.1,13.6,966,62.4,61,85,93,73,60,82,56,61,79,88,59,74,91.7,5.7,870,16.9,3973,1797,1,2,8,45,13,30,75822,68529,53296,45388,96,7.5,16.7,43.8,10.8,10.5,12.4,0,91,7,2,57,7,0,24,3,9,95347,1.211000,268808614,9323,64,21,16,41957518,19,296711388,235296225,8161,57,5,5,12,21,133601613,4634,60,11,19,2,3,0,3,1
Progreso,108910,108 HIDALGO,01,AA,6,2041,0,100,0,0,89.1,48,5,47,16,6,95.3,0,14,66,79.6,61,83,91,74,62,88,.,61,.,.,60,76,79.7,2.1,.,17.3,295,132,1,4,8,45,8,35,135137,58759,47211,42106,96,6.9,15.5,59,7.3,3.8,29,0,92,7,2,76,3,0,17,4,0,46956,1.239000,23905353,12019,74,11,16,3454801,22,21213206,17653621,8876,52,8,5,17,18,9151405,4601,52,6,32,1,3,0,6,0
Sharyland,108911,108 HIDALGO,01,RE,15,8868,1,88,9,2,56.1,28,6,27,18,11,96.4,0,7.1,439,84.4,77,93,94,84,80,94,83,75,88,91,71,91,77.1,20.1,972,18.4,861,531,1,3,8,62,6,21,92820,68013,56921,46286,75,10.3,16.7,42.2,10.5,14.6,11.9,0,67,32,1,61,6,2,20,3,8,260367,1.185000,71452006,8718,46,46,8,18861440,31,97793893,59351670,7242,56,6,5,11,23,32986490,4025,48,12,12,12,4,7,5,0
La Joya,108912,108 HIDALGO,01,AA,33,26048,0,100,0,0,97,45,7,43,18,9,93.9,0.3,25.5,899,62.4,63,85,91,74,65,89,.,63,78,67,63,71,50.7,2.4,926,17.1,3725,1771,1,3,7,48,8,33,71945,63828,53888,47014,96,7,14.7,49.5,9.8,10.6,10.3,1,91,7,2,58,7,2,23,3,7,70110,1.252000,247164893,9884,67,17,16,24731887,11,274290559,209222031,8367,55,5,5,11,24,115556755,4621,59,10,22,3,2,1,2,1
Weslaco,108913,108 HIDALGO,01,RE,20,16156,0,98,2,0,86.5,24,10,23,25,8,96.5,0.4,9.2,765,75.6,72,89,94,81,76,91,67,72,93,90,70,85,68.5,6.8,942,17.3,2393,1070,1,2,9,45,8,36,76214,70584,57297,48361,90,6.8,15.1,31.7,12.2,13.7,7.2,0,82,16,1,77,9,0,6,5,4,90463,1.105000,148264586,9345,65,16,19,17995777,15,158706987,137237987,8650,55,6,4,12,24,74726385,4710,59,10,20,1,4,1,3,1
La Villa,108914,108 HIDALGO,01,AA,3,592,0,99,1,0,85,36,8,31,31,9,94.6,1.1,17.6,40,76.5,48,79,94,56,50,85,.,48,.,.,48,63,42.9,0,723,16.6,103,45,2,2,13,43,11,28,79001,69127,54241,40631,95,5.7,13.2,48.9,10.4,4.4,32.9,0,93,7,0,95,2,0,0,2,0,119981,1.225000,7832276,12756,66,14,20,704159,12,7114579,6567262,10696,52,9,4,13,21,3423933,5576,39,7,36,3,5,0,8,2
Monte Alto,108915,108 HIDALGO,01,RE,2,657,0,98,2,1,91.8,41,7,38,0,5,96.4,0,.,0,.,73,88,95,86,73,.,.,73,86,.,72,.,.,.,.,.,108,44,4,3,3,41,19,31,66466,55182,47667,42665,97,6.1,14.9,43.2,11.1,6.8,9.3,0,95,2,2,78,5,0,16,0,1,70468,1.186000,6887203,11479,66,14,20,1276872,21,6707028,6101360,10169,61,9,4,11,15,3713936,6190,58,8,32,2,0,0,0,0
Valley View,108916,108 HIDALGO,01,AA,6,4353,0,100,0,0,94.1,59,7,58,10,5,96.7,0.6,6.5,172,79.4,63,85,91,75,65,89,.,63,.,.,62,75,80.9,1.6,.,15.9,692,308,1,2,7,44,13,32,78570,69691,54803,43775,96,6.3,14.2,65.2,6.3,4.4,18.3,0,93,6,0,68,6,4,17,2,3,82090,1.255000,42677490,10424,68,15,17,7915932,22,44938427,37389887,9133,57,5,5,11,21,21480387,5247,62,10,20,3,2,0,4,0
