SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT07R,DA0708DR07R,DADC407R,DA0GR07N,DAGC407R,DA311TA08R,DA311TR08R,DA311TW08R,DA311TM08R,DA311TC08R,DA311TS08R,DB311TA08R,DH311TA08R,DW311TA08R,DO311TA08R,DE311TA08R,DACTA08R,DA0CT07R,DA0CC07R,DA0CS07R,DA0CA07R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
Little Cypress-Mauriceville,181908,181 ORANGE,05,AA,6,3706,6,6,87,1,23.7,1,14,1,24,5,95,0.3,3.9,249,94.2,76,94,92,83,82,92,51,76,78,78,62,91,58.5,20.5,965,21.6,539,262,1,3,6,49,13,28,85280,62100,47706,39734,3,6.9,14.1,39.6,11.1,13,19.4,0,1,98,0,63,12,9,2,5,9,202883,1.151000,30047357,8041,51,41,8,5558948,21,29055630,27479387,7353,54,6,6,14,19,14865763,3978,59,19,8,0,6,4,3,1
Gordon,182901,182 PALO PINTO,11,RE,1,196,1,12,87,1,40.3,1,10,1,13,3,95.9,0,12.5,14,87.5,71,93,96,77,88,98,.,64,73,.,74,79,90,11.1,820,17.8,32,18,3,3,2,57,13,22,67200,54000,59971,39236,6,6.2,10.8,33.1,13.2,11.8,12.2,0,6,94,0,86,6,0,0,9,0,470797,1.102000,2214677,12583,33,63,5,520978,28,1788638,1650683,9379,57,11,5,13,13,945682,5373,67,11,12,0,8,0,2,0
Graford,182902,182 PALO PINTO,11,RE,2,326,0,10,89,2,49.1,2,13,1,28,5,95.1,0,4,24,96,66,92,94,78,70,84,.,71,66,.,71,91,61.1,27.3,966,.,57,31,4,5,1,54,9,28,56300,52811,51047,42051,4,5.7,10.6,19.6,16.7,11.5,32.9,0,0,100,0,87,7,0,0,7,0,1460302,1.093000,4261903,13195,15,80,5,1882489,29,3781613,3377757,10457,53,12,6,11,18,1789602,5541,59,10,14,1,11,1,5,0
Mineral Wells,182903,182 PALO PINTO,11,AA,6,3658,4,30,64,1,57.4,9,15,8,20,4,95.4,0.5,7,184,87,68,92,88,80,67,88,52,63,72,84,62,94,47,14.1,907,19.4,524,279,1,4,5,53,15,22,81809,63499,47782,40888,11,7,13.1,32.2,12.4,14,18.8,1,1,97,1,69,13,6,7,4,2,166627,1.267000,34910261,9570,57,32,11,2823843,11,43021396,29852316,8183,58,6,6,10,21,17185089,4711,45,28,13,4,4,1,4,2
Santo,182904,182 PALO PINTO,11,RE,2,486,0,12,88,0,33.3,4,8,4,24,12,96.2,2.7,2.5,39,97.5,71,94,95,78,80,91,.,55,73,.,67,86,64.5,20,980,19.1,76,39,1,4,3,51,10,31,92063,55340,39666,41064,3,6.4,12.5,25.3,15.4,12.4,21.5,0,0,100,0,82,5,5,0,8,0,431090,1.195000,4789137,9540,29,66,4,757593,17,4737281,4145335,8258,52,10,6,15,17,2166479,4316,67,8,11,1,6,1,6,0
Strawn,182905,182 PALO PINTO,11,AA,1,186,2,31,67,1,53.2,7,10,7,22,2,94.9,0,0,13,100,69,88,71,88,64,87,.,43,77,.,62,80,63.6,0,.,19.9,29,18,4,2,0,64,0,30,78000,63000,.,39830,4,6.5,10.1,16.3,14.6,7.6,5.7,0,5,95,0,91,5,0,0,3,0,378556,1.040000,1798996,9226,35,60,4,531022,33,1706006,1651161,8467,56,10,2,14,18,929060,4764,62,10,12,1,5,1,10,0
Palo Pinto,182906,182 PALO PINTO,11,RE,1,78,0,14,86,0,51.3,5,10,5,0,3,96.7,.,.,0,.,85,.,.,88,89,.,.,86,85,.,86,.,.,.,.,.,23,11,2,10,0,50,18,20,98500,62674,56075,46947,0,3.5,6.9,8.8,20.3,11.9,0,0,0,100,0,82,9,9,0,0,0,4522563,1.064000,1407037,17371,19,78,4,1425806,31,1540145,1452174,17928,56,14,10,8,12,810660,10008,77,12,11,0,0,0,0,0
Panola Charter,183801,183 PANOLA,07,EA,1,150,13,8,76,3,34,0,11,0,96,9,92,0,14.9,36,57.4,44,86,.,47,57,89,31,14,53,.,40,70,0,.,.,.,17,10,10,10,6,59,6,9,68618,51733,49236,43445,15,8.9,15.1,40.3,13.1,20.7,24.6,15,0,85,0,50,14,0,0,33,2,0,0.000000,1217249,8453,94,2,4,0,0,1155473,1113728,7734,46,31,6,7,10,513484,3566,43,21,1,2,33,0,0,0
Beckville,183901,183 PANOLA,07,AA,2,585,11,9,80,1,31.6,3,13,3,34,5,95.7,0,18.2,24,69.7,72,93,93,77,74,86,54,83,72,.,62,89,.,8.7,.,18,86,42,2,5,8,49,13,24,60000,63013,48788,39925,12,6.8,13.8,51.9,8.6,17.4,21.2,5,0,95,0,76,8,7,1,8,0,1206525,1.109000,8103849,14952,14,81,5,4242972,42,5616936,4982797,9193,46,10,6,18,20,2308943,4260,59,12,17,0,3,1,8,1
Carthage,183902,183 PANOLA,07,AA,5,2795,26,10,62,1,41.4,5,11,5,25,8,95.1,0.2,1.3,153,88.4,74,91,91,82,79,96,54,63,83,74,60,81,60.7,31.7,1096,21.1,431,209,1,3,6,49,13,29,84783,69197,46652,43474,20,6.5,13.4,18.9,15.4,29.3,16.6,9,2,88,1,64,13,11,2,5,6,1112184,1.140000,32812002,11845,15,78,7,8792895,23,35864461,25416757,9176,53,11,5,13,19,13333314,4813,63,17,11,0,5,3,0,1
Gary,183904,183 PANOLA,07,RE,1,333,0,5,95,1,37.5,0,17,1,21,4,95.4,0,4.8,19,95.2,72,97,.,81,71,87,.,25,74,.,65,83,64.3,11.1,905,18.4,56,27,4,3,5,48,20,21,68797,46133,39043,40600,0,6,12.5,17.3,13.8,11.3,13.2,0,0,100,0,79,11,0,0,10,0,706471,1.123000,4229174,13555,24,70,6,1234402,36,3863754,2654330,8507,57,11,4,12,16,1514127,4853,57,19,11,0,8,1,4,0
Crosstimbers Academy,184801,184 PARKER,11,EA,1,144,1,7,90,1,41.7,0,11,0,61,0,92.9,.,.,22,.,39,82,.,43,60,83,.,60,38,.,31,83,0,.,.,.,18,9,4,3,16,52,14,11,117333,72000,54962,35515,3,7.9,15.2,67.2,6,11.7,19.2,0,1,99,0,84,0,0,0,16,0,0,0.000000,1203812,10944,66,0,34,0,0,1003177,1003177,9120,47,24,8,14,7,468964,4263,73,4,6,0,17,0,0,0
Poolville,184901,184 PARKER,11,AA,3,561,0,14,85,1,48,4,10,4,30,4,95.6,0,0,40,92.9,72,94,92,81,72,94,.,74,73,40,67,95,40.6,7.7,930,.,86,44,1,5,4,51,14,25,100544,61356,41592,39671,2,6.5,12.8,31.7,10.8,14,20.2,0,5,95,0,82,6,5,2,5,0,253356,1.245000,5502959,10024,55,39,6,890285,18,5308822,4452915,8111,55,8,7,14,16,2440277,4445,69,11,12,0,4,0,4,0
Springtown,184902,184 PARKER,11,AA,6,3589,1,11,86,2,44.2,3,11,3,30,5,95,0.2,10,218,79.9,66,89,87,79,71,89,50,61,67,63,57,84,50.8,12.2,942,20,511,255,1,3,7,50,15,24,103003,65827,53958,42975,4,7,14.1,35.1,10.7,13.2,17,0,2,98,0,82,6,5,0,5,2,207428,1.271000,30903921,8659,54,39,7,5645669,22,36196165,26992547,7563,56,6,5,13,20,15091814,4229,64,17,9,0,4,0,4,1
Weatherford,184903,184 PARKER,11,RE,11,7237,3,19,77,2,34.5,7,9,7,24,8,95.3,0.4,9.1,411,83.8,80,94,94,85,84,95,65,69,83,80,70,92,58.2,34.7,1035,21.1,946,490,1,3,10,52,11,23,98662,67354,54824,46809,12,7.7,14.8,38,11.2,19,16.5,1,3,94,2,73,12,2,3,4,7,385296,1.400000,68732279,9504,26,67,7,12094847,23,64910537,53751902,7433,55,8,5,12,19,29387551,4064,67,18,7,1,4,0,3,0
Millsap,184904,184 PARKER,11,AA,3,757,1,11,88,0,32.5,3,12,3,36,7,95.8,0,0,48,94,73,95,92,85,74,91,.,64,75,.,68,91,57.5,13,942,19.8,124,62,2,5,8,50,16,20,68065,60504,45092,42871,7,6.1,12.3,21.6,13.1,14.8,35.1,0,0,98,2,79,8,5,0,6,1,307041,1.535000,8154291,10257,45,50,5,1932280,29,7762657,6773236,8520,56,7,5,11,20,3806386,4788,69,12,9,0,4,1,5,0
Aledo,184907,184 PARKER,11,AA,6,4428,1,8,89,2,10,2,8,2,17,8,95.7,0,3.5,303,95.2,90,98,98,95,90,97,81,73,91,88,65,97,77.5,38.5,1041,22.9,510,302,1,3,7,59,6,24,107281,67773,49124,46150,3,8.7,14.7,27.1,12.6,18.5,9.6,0,1,98,1,80,9,0,2,3,6,426334,1.390000,42779450,10203,23,74,3,10242806,32,44042989,32128248,7662,57,7,5,13,18,18243046,4351,76,13,2,1,2,1,5,0
Peaster,184908,184 PARKER,11,RE,3,1039,1,8,90,1,24.3,2,10,2,34,7,96,0,1.2,82,97.6,76,94,94,84,78,90,60,67,77,75,69,94,69.4,30,992,23.3,143,86,1,3,4,60,12,20,95609,59777,52993,43901,3,7.3,12.1,17.4,14.5,18.7,11.8,0,0,100,0,80,9,3,0,7,2,215568,1.353000,12358088,11453,51,41,7,1504264,19,12014603,10272158,9520,62,10,4,9,15,6315854,5853,47,41,6,0,4,1,2,0
Brock,184909,184 PARKER,11,RE,3,775,1,4,95,1,7.6,1,10,1,28,6,96.9,0,2.4,40,92.9,87,98,.,92,85,97,.,60,88,.,76,100,50,44.4,1104,20.7,106,60,2,3,3,57,9,26,84116,64197,43133,43121,4,7.3,12.9,13.3,15.2,12.6,13.6,0,2,98,0,86,9,0,0,6,0,379367,1.419000,7269430,9628,41,56,2,1773353,29,6432285,5556786,7360,58,9,5,12,16,3215716,4259,72,12,9,0,5,2,0,0
Garner,184911,184 PARKER,11,RE,1,185,2,5,90,3,34.1,1,11,1,0,9,95.6,0,.,0,.,74,88,89,84,85,94,.,.,76,.,66,.,.,.,.,.,35,17,3,3,3,48,11,32,69100,52200,54270,41314,3,5.4,11.1,29.4,12.4,6,18.4,0,0,100,0,75,13,12,0,0,0,996014,1.094000,2499803,13965,18,75,6,608490,29,2192868,2088440,11667,52,25,4,9,11,1074925,6005,71,12,14,2,0,1,0,0
Bovina,185901,185 PARMER,16,AA,3,509,0,91,8,0,85.1,25,7,25,23,4,95.9,0,13.3,25,80,61,84,96,73,66,92,.,60,78,.,59,88,94.7,0,.,15.6,84,45,1,4,2,54,19,20,76605,63178,41407,37494,45,6.1,11.3,35.8,13.1,26.7,31.6,2,25,73,0,81,4,2,5,7,1,128506,0.977000,5077436,9936,68,21,11,1112572,28,4018053,3837015,7509,60,6,7,9,18,2315387,4531,55,11,23,2,4,0,5,0
Farwell,185902,185 PARMER,16,AA,3,498,0,46,53,0,55.6,12,8,12,17,5,96.2,0,0,32,96.9,80,96,99,91,69,93,.,70,87,.,72,92,61.5,25,.,20.2,94,47,2,3,3,51,23,18,59142,44650,40594,38393,24,5.3,10.5,29.5,11.9,7.3,20.9,0,6,94,0,85,6,3,2,4,0,207431,1.103000,4720251,9112,60,33,8,783641,18,4575075,4293045,8288,60,6,7,10,17,2581040,4983,58,14,19,2,4,1,4,0
Friona,185903,185 PARMER,16,AA,4,1229,1,76,22,1,77.8,20,9,16,21,8,96.4,0,7.7,80,86.8,66,89,94,74,71,84,.,60,84,.,64,93,81.4,17.5,.,18.8,237,111,1,2,5,47,22,23,76828,60129,49806,41893,39,5.2,11,23.4,14,10.8,10.2,0,13,87,0,65,9,7,8,6,4,223530,0.850000,12851903,10241,56,28,16,2798983,29,11728739,11081183,8830,61,7,5,8,19,6755182,5383,47,18,21,2,6,2,4,0
Lazbuddie,185904,185 PARMER,16,RE,1,129,0,44,56,0,79.1,12,11,12,36,3,96.9,0,0,5,100,80,93,.,88,97,.,.,70,87,.,76,83,.,.,.,.,34,19,3,3,2,56,6,31,66200,53200,33491,35844,21,3.8,6.8,49.4,9.6,5.8,11.2,0,16,84,0,76,5,0,3,13,2,396136,1.170000,1884708,14171,43,44,13,540234,32,1824316,1747369,13138,54,12,5,13,16,943542,7094,51,7,27,1,12,0,2,0
Buena Vista,186901,186 PECOS,18,AA,1,150,0,51,49,0,54,15,12,15,46,6,94.9,0,.,4,.,59,86,82,63,64,97,.,50,67,.,52,77,.,.,.,.,36,19,3,3,0,53,11,30,88200,57000,.,44002,30,4.2,7.9,31.6,13.7,5.3,17.1,0,16,84,0,68,6,12,1,9,4,1605437,1.040000,2398004,17763,17,79,5,2195679,60,2338516,2109687,15627,50,14,5,16,16,1053359,7803,66,7,15,1,5,1,6,0
Fort Stockton,186902,186 PECOS,18,AA,5,2233,0,84,16,1,60.5,14,7,12,25,5,93.9,0.6,19.4,140,75.8,63,86,90,70,72,90,.,59,83,.,56,83,32.8,7.5,875,16.9,359,179,1,2,5,50,12,29,85681,71619,52572,43235,62,6.2,12.5,34.1,12.3,18.3,14.7,1,43,55,1,70,7,4,11,4,5,746077,1.119000,25123828,11556,16,72,12,4434834,16,22965242,20741494,9541,53,9,5,13,20,11063225,5089,48,14,19,6,4,3,5,2
Iraan-Sheffield,186903,186 PECOS,18,RE,4,504,6,51,42,1,48.8,7,13,7,32,6,95.4,0,4.4,40,88.9,83,97,98,87,86,99,.,77,86,.,81,76,80,17.9,917,20,97,51,2,3,6,53,10,27,89100,68942,56748,49460,29,5.2,9.8,34.9,12.7,14.5,19.8,6,9,85,0,77,5,8,2,8,0,2634370,1.040000,10161386,18713,20,75,5,3902581,22,7628113,7520356,13850,50,10,7,15,17,3784250,6969,57,13,16,1,7,1,6,0
Big Sandy,187901,187 POLK,06,AA,1,525,1,3,68,28,49.9,0,13,0,29,7,95.2,0,0,22,100,65,90,85,76,72,87,.,73,70,52,54,85,93.8,6.7,974,18.5,71,40,3,4,4,56,12,22,68204,61226,46546,42317,1,7.4,13.2,12.6,16.2,19.7,17.3,0,0,100,0,74,12,5,0,9,0,562856,1.117000,5537389,11031,19,71,11,3468872,72,5791502,4359458,8684,56,7,7,11,18,2426153,4833,62,16,11,0,9,0,2,0
Goodrich,187903,187 POLK,06,AA,3,256,27,31,42,0,77,11,18,11,30,2,96,0,0,23,100,55,84,78,71,55,81,42,59,60,.,56,80,66.7,8.3,848,16.4,47,23,4,4,2,50,9,31,76226,66376,53912,39009,34,5.5,11,29.4,15.1,15,30.3,21,0,74,4,80,8,4,0,8,0,332802,1.040000,3074819,11222,46,45,9,252927,10,3073053,2707652,9882,55,11,7,12,15,1495516,5458,60,11,14,2,5,2,4,2
Corrigan-Camden,187904,187 POLK,06,AA,4,1074,26,33,40,1,70.3,10,15,10,24,7,95.8,0,7.8,55,87.5,67,89,73,80,71,99,48,65,79,60,59,87,81.8,11.1,889,17.2,196,97,2,3,4,50,15,27,76616,59644,48312,39891,21,5.5,11,35.9,10.3,13.3,18.7,3,3,93,1,75,11,5,0,6,2,196869,1.174000,10783599,10144,54,36,10,2502571,29,10967654,9683555,9110,55,5,5,11,23,5332655,5017,59,16,17,1,4,1,3,0
Leggett,187906,187 POLK,06,AA,2,214,26,21,53,0,74.8,5,15,5,21,4,96.1,0,7.7,10,61.5,55,87,94,61,73,84,40,65,59,.,51,88,71.4,0,.,17.6,40,18,5,4,3,46,15,28,55800,44452,28808,37853,25,5.4,11.8,38.6,12.5,28.4,20.4,6,0,94,0,82,7,6,0,5,0,454386,1.180000,2893392,13458,33,56,11,635518,31,2406635,2230224,10373,52,13,7,12,16,1159273,5392,53,14,27,0,3,0,2,0
Livingston,187907,187 POLK,06,AA,5,4049,14,16,69,2,56.1,6,14,5,26,4,94.2,0.3,9.1,229,85.8,70,90,92,78,71,94,52,64,75,69,64,84,65.2,13.1,954,18.9,609,264,2,3,7,43,11,33,75889,60688,50728,42437,16,6.7,15.3,33.3,11.3,11,25.2,3,2,94,0,77,12,2,2,6,1,237544,1.110000,36756698,8976,42,43,14,8456322,30,33565676,31152614,7607,53,6,5,12,25,16385779,4001,51,25,14,0,4,1,5,1
Onalaska,187910,187 POLK,06,AA,2,890,3,3,93,2,64.2,0,18,0,27,8,94.9,0.6,.,35,.,68,92,86,75,77,94,50,82,68,57,62,89,69.6,12.5,934,20.5,148,67,1,4,3,45,14,33,80737,53754,51079,42921,6,6,13.3,31.7,12.3,19.4,20.5,3,0,96,1,82,9,1,0,5,2,308999,1.202000,9201279,10800,44,49,8,3177544,43,8636422,7585210,8903,56,8,6,12,19,4224590,4958,62,16,15,0,5,0,1,0
R Milburn (Amarillo),188801,188 POTTER,16,EA,1,210,5,31,62,1,53.8,0,8,0,51,0,85,.,15.1,39,56.6,42,79,.,49,55,82,.,33,46,.,38,51,5.7,.,.,.,16,10,0,0,6,66,6,22,.,.,50430,44488,0,13.1,20,9.5,17.2,57.1,11.8,0,0,100,0,83,5,0,0,12,0,0,0.000000,1134599,6558,93,0,7,86988,8,1195422,1194953,6907,42,24,13,10,12,495759,2866,62,6,21,0,12,0,0,0
Amarillo,188901,188 POTTER,16,AA,54,30178,11,41,45,3,62.2,11,12,10,23,7,95.1,0.2,12.4,1524,75.8,73,91,94,81,74,90,58,66,83,78,66,86,59,24.9,1037,19.4,3906,2155,1,3,9,55,10,23,95186,72139,54641,45080,19,7.7,14,33.6,12,15.8,12.1,2,8,89,0,72,11,5,4,4,4,220796,1.172000,255307313,8452,45,42,13,53555302,28,270926575,229213996,7588,60,5,5,11,19,138101136,4572,59,17,14,4,4,0,2,1
River Road,188902,188 POTTER,16,AA,3,1426,0,11,88,1,49,1,11,1,23,7,95.6,0.4,4,88,91,70,93,91,79,74,91,.,63,71,89,65,89,64.1,24,1016,21.1,193,96,2,4,6,50,9,30,74463,60322,47326,37408,7,7.4,14.8,47.9,9.7,9.6,30,0,2,97,1,87,4,2,0,5,2,152158,1.323000,12264771,8571,57,37,7,1066802,12,20426242,9634068,6732,55,7,7,10,21,5291584,3698,62,14,8,0,7,1,7,1
Highland Park,188903,188 POTTER,16,RE,3,909,4,27,63,6,61.6,4,11,4,21,8,96.5,0,0,47,100,80,97,.,85,82,93,63,74,84,75,76,83,86,10.8,.,18,142,74,4,4,6,52,8,27,66175,57062,50833,42797,13,6.4,12.4,38.7,9.5,18.2,17.8,0,4,96,0,80,8,5,0,6,0,909739,1.194000,11055903,12043,15,79,6,2976934,25,12442225,9057950,9867,57,8,5,11,18,5143494,5603,61,13,12,0,7,1,4,1
Bushland,188904,188 POTTER,16,AA,3,1125,2,8,89,1,19.2,0,10,0,22,13,96.2,0,.,0,.,79,96,98,85,82,97,71,72,80,80,65,89,.,.,.,.,175,103,1,2,6,59,9,22,92961,55632,51619,45057,10,6.4,10.9,24.3,12.4,12.7,19.2,0,4,96,0,78,8,0,0,6,9,666594,1.188000,12044152,11482,17,77,6,2841126,22,11022200,9772200,9316,59,10,4,9,19,5729890,5462,61,18,11,0,5,1,6,0
Marfa,189901,189 PRESIDIO,18,AA,2,377,1,87,12,0,64.7,11,13,10,15,8,95.4,0,9.1,29,90.9,57,84,88,68,65,74,.,55,74,.,50,91,92.9,7.7,.,16.3,79,40,3,3,6,51,13,24,64948,56222,43073,38680,49,4.8,9.3,34.6,11.9,25,33.3,0,27,73,0,84,4,5,2,2,2,321952,1.392000,5905275,14545,62,29,9,2329201,49,4957860,4399169,10835,55,12,6,10,18,2399326,5910,59,7,21,3,3,2,5,0
Presidio,189902,189 PRESIDIO,18,AA,3,1358,0,98,1,1,89.9,48,5,48,10,4,95.7,0,12.7,85,78.4,60,82,87,73,68,89,.,59,.,86,59,85,77.3,3.4,791,17,234,111,0,2,3,48,19,28,105200,63558,45225,40969,81,5.8,12.2,40.4,11,19.3,16.8,0,54,32,13,66,7,0,24,2,0,59889,1.370000,18469408,12808,74,13,13,3640192,29,12955275,11121510,7713,58,9,5,10,19,6430682,4460,55,8,25,4,2,0,4,1
Rains,190903,190 RAINS,07,RE,4,1630,4,11,83,1,39,4,13,4,23,6,96,0,2.7,109,92.9,79,95,95,88,80,93,55,73,81,79,73,94,58.8,5.3,962,18.4,254,127,1,2,6,50,11,30,56555,63406,52396,41520,6,6.4,12.9,20.5,16.1,28.4,.,2,2,97,0,71,8,14,0,6,1,264540,1.100000,15177713,9522,38,54,8,1835989,15,13856394,13285749,8335,59,7,4,11,20,7797558,4892,63,18,10,1,4,0,4,0
Canyon,191901,191 RANDALL,16,AA,13,8311,3,16,80,2,26.8,1,11,1,31,7,96.4,0.1,2,520,92.6,80,95,95,86,83,94,68,70,82,79,69,91,68.9,35.9,1058,22,1103,537,1,3,7,49,9,32,83245,59719,50033,43261,10,7.5,15.5,32.6,12,19,13.7,0,3,97,0,77,11,2,0,5,5,300571,1.290000,64346749,7863,34,60,6,10394748,20,59761857,50590805,6182,57,6,6,11,19,28815316,3521,69,16,6,0,5,0,3,1
Reagan County,192901,192 REAGAN,18,AA,3,785,2,72,25,1,44.8,13,9,12,14,5,96.5,0,6.8,39,90.9,62,87,96,70,72,89,50,55,83,.,49,87,75.9,18.2,1011,20.4,138,71,4,3,10,52,13,19,66888,66200,44790,44690,24,5.7,11,26.9,14.3,8.4,20.8,0,13,87,0,81,5,6,3,4,0,1724905,1.160000,12363923,16891,13,82,5,2752990,18,16271772,8991709,12284,56,8,5,13,18,5048992,6898,58,12,15,1,4,3,6,0
Big Springs Charter,193801,193 REAL,20,EA,2,115,14,37,49,0,94.8,4,87,4,20,0,96,0,.,3,.,79,95,.,81,90,85,.,67,80,.,76,.,.,.,.,.,45,17,2,4,0,38,33,22,83500,24051,.,42090,20,2.6,6.8,64.7,4.1,23.5,7.6,0,6,94,0,49,44,0,0,7,0,0,0.000000,2380313,23567,91,1,8,416213,21,2048035,2046527,20263,61,12,8,11,9,1249118,12368,13,71,13,0,2,0,1,0
Leakey,193902,193 REAL,20,AA,1,245,1,27,71,0,51.8,4,18,4,40,11,95,0,17.6,11,76.5,60,91,91,69,68,96,.,51,63,.,58,91,.,36.4,1034,20.5,56,27,5,4,5,49,12,26,54337,47112,47116,40433,17,4.4,9.1,20.4,15,16.7,31.3,0,4,96,0,71,11,0,1,9,7,822136,1.000000,3414502,13994,26,67,7,351509,12,3523030,3104357,12723,52,13,5,14,15,1619858,6639,58,20,12,3,7,0,0,0
Avery,194902,194 RED RIVER,08,RE,3,415,3,9,84,4,48.7,4,11,4,36,9,95.7,0,0,26,92.6,83,97,98,86,87,94,67,50,86,82,75,93,63.6,21.4,.,20.1,70,35,3,4,7,50,13,24,52964,56199,39430,38989,13,5.9,11.9,17.2,17.1,19.9,13.9,0,3,94,3,79,6,3,3,9,0,97782,1.000000,3978906,9340,70,18,12,1387632,39,3880452,3694098,8672,57,8,8,12,16,2087014,4899,65,11,18,0,3,0,3,0
Rivercrest,194903,194 RED RIVER,08,RE,3,775,4,10,84,2,53.5,3,12,3,26,15,96.5,0,1.8,54,94.6,79,96,97,86,78,94,56,65,81,.,75,98,84.4,18.4,.,18.8,107,61,3,3,5,57,10,23,63175,51347,41069,39801,5,7.2,12.7,19.6,13.5,24.7,12.5,2,2,97,0,78,5,7,0,7,3,184248,1.270000,8842258,11650,69,26,5,1967768,30,5757033,5338067,7033,57,6,5,14,19,3015749,3973,64,11,12,0,9,1,5,0
Clarksville,194904,194 RED RIVER,08,AA,3,849,57,16,26,1,82.3,7,15,7,25,7,95.8,0,0,55,85.5,52,84,82,67,54,82,41,68,70,43,48,98,61,32,.,20.8,211,88,1,3,6,42,18,31,84159,62194,49514,41107,34,4,9.7,31.7,14.2,19,36.7,16,0,83,1,65,10,14,1,5,4,210261,0.966000,13247806,15003,41,45,14,1471677,17,11664037,11247607,12738,55,9,5,10,21,6184099,7004,44,28,18,1,4,1,4,1
Detroit,194905,194 RED RIVER,08,AA,3,504,13,3,84,1,51.6,1,12,1,29,7,95.9,0,0,31,90.9,63,90,83,73,66,94,39,63,67,.,56,91,64.3,22.2,1081,21.7,102,43,2,3,3,42,21,29,58972,54096,34050,37784,10,5,11.7,75.3,3.6,2.3,22.9,0,2,95,2,85,2,5,0,8,0,103445,1.318000,6139154,12377,58,22,20,1133339,26,5837896,4940756,9961,62,6,5,9,18,3063989,6177,51,7,32,0,5,0,4,0
Pecos-Barstow-Toyah,195901,195 REEVES,18,AA,7,2190,2,88,9,1,69.9,8,12,7,21,6,94.9,1,11.1,142,83.3,64,89,94,76,63,90,76,62,74,92,60,82,35,7,848,21.3,376,173,2,2,6,46,17,28,71895,64989,48163,45057,61,5.8,12.7,23.2,15.5,26.8,13,3,35,61,1,64,11,10,7,6,3,369857,1.370000,26562722,12063,20,68,13,5100055,26,23342981,21199932,9628,57,8,4,12,19,12077783,5485,47,17,22,1,4,3,5,1
Balmorhea,195902,195 REEVES,18,RE,1,147,0,93,8,0,87.1,7,10,5,40,9,96.4,0,9.1,11,90.9,81,94,.,89,76,93,.,81,83,.,78,100,80,0,.,16.8,37,18,5,3,3,49,10,30,78483,60011,44799,38685,68,4,8.1,54.9,9.4,12.2,23.5,0,51,49,0,75,6,5,0,9,5,222400,1.111000,2670007,17682,68,21,10,160911,8,2349060,2180097,14438,49,14,4,12,21,1070150,7087,51,8,25,0,8,1,7,0
Austwell-Tivoli,196901,196 REFUGIO,03,RE,2,151,1,64,34,0,55.6,2,18,2,8,5,96.4,0,0,11,83.3,80,98,.,90,73,.,.,77,86,.,80,83,70,14.3,.,18.8,36,20,3,4,5,57,3,28,82708,65459,41128,42839,45,4.2,7.4,39.1,14.9,21.9,15.1,5,24,71,0,71,10,10,0,2,8,2679364,1.016000,3199744,19874,30,65,5,771533,14,2888010,2365482,14692,47,19,7,14,13,1112049,6907,66,11,17,0,2,1,3,0
Woodsboro,196902,196 REFUGIO,03,AA,2,549,6,49,46,0,49.4,1,16,0,31,7,96,0,2.5,39,92.5,67,92,96,72,75,86,58,64,71,.,61,91,82.4,25,.,20.3,99,50,3,1,4,51,19,22,61672,70184,44600,41622,40,5.6,11,24,15.4,7.7,22.1,4,18,76,2,83,10,0,0,6,1,206202,1.485000,6603011,11345,53,38,9,1500537,28,11139904,5426565,9324,62,7,6,11,15,3348360,5753,55,17,17,0,5,0,6,0
Refugio,196903,196 REFUGIO,03,AA,2,734,13,57,30,0,50.1,3,13,3,25,6,95.5,0,8.5,53,88.1,63,89,94,74,62,92,52,58,77,.,50,98,61,4,958,18.5,127,69,2,2,8,54,12,22,76436,62368,44909,42266,37,5.8,10.6,27.4,14.9,21.9,19.5,3,17,80,0,83,11,0,0,3,3,654236,1.188000,9388334,13149,13,81,6,1104539,14,12125352,7450720,10435,57,9,4,12,18,4240339,5939,61,13,15,0,4,0,7,1
