SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOT2P,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT10R,DA0708DR10R,DADC410R,DAGC410R,DA0GR10N,DA311TA11R,DA311TR11R,DA311TW11R,DA311TM11R,DA311TC11R,DA311TS11R,DB311TA11R,DH311TA11R,DW311TA11R,DD311TA11R,DE311TA11R,DACTA11R,DA0CT10R,DA0CC10R,DA0CS10R,DA0CA10R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPAOTHP
Birdville,220902,220 TARRANT,11,AA,32,23441,7,37,48,8,54.8,16,11,16,23,10,95.7,0.1,6,83.3,1329,75,90,92,82,82,95,62,66,81,81,67,92,56.7,34.4,1019,21.7,2888,1487,1,3,9,51,9,27,99893,79245,62941,55244,20,8.1,15.8,33.9,12,29.9,9,2,8,87,3,66,11,7,5,4,7,291664,1.425000,217546354,9540,39,51,9,35197858,22,235075520,183764533,8059,62,5,6,9,17,114725082,5031,64,17,9,1,4,1,2,1,2
Everman,220904,220 TARRANT,11,AA,8,5056,44,47,6,3,85.5,24,8,25,16,3,95.1,0.6,9.9,85.2,223,67,86,92,78,68,89,61,72,66,86,66,89,64.6,6,858,16.1,674,325,2,3,8,48,13,26,87500,71300,59379,50491,47,7.5,15.5,46.9,9.6,14.6,18,19,14,65,2,77,9,4,5,3,3,211436,1.293000,48320366,9576,54,31,15,8549698,24,68021006,43706086,8662,59,6,6,10,18,25849156,5123,57,14,19,2,3,0,3,1,1
Fort Worth,220905,220 TARRANT,11,AA,139,81511,23,59,14,3,75.6,28,7,27,18,8,94.9,0.8,14,79.4,3687,65,82,86,75,73,92,53,65,83,75,61,88,59.3,15.8,903,17.9,10129,5132,1,4,12,51,8,24,84235,71507,61780,53550,56,8,15.9,39.9,10.6,24.8,12.4,23,19,55,3,74,6,0,2,10,9,302431,1.322000,798393087,9967,40,45,15,135498053,22,948548572,711999564,8889,57,5,6,11,21,403644647,5039,55,12,18,6,3,2,1,1,1
Grapevine-Colleyville,220906,220 TARRANT,11,RE,19,13614,4,20,64,12,20,8,7,8,24,16,96.5,0,1,94.5,1073,90,96,97,93,94,99,77,78,93,93,74,99,82.6,51.4,1090,24.1,1752,947,1,3,9,54,7,25,82666,74947,60775,52349,18,7.8,14.4,25.1,12.9,31.2,8.2,1,8,89,2,81,11,0,3,3,2,725870,1.290000,155447721,11414,12,82,6,32345927,22,152355260,116588376,8561,62,5,5,11,17,72481382,5322,65,16,3,6,3,1,3,2,1
Keller,220907,220 TARRANT,11,AA,39,32613,8,18,63,11,20.1,6,8,5,19,12,95.7,0,2.7,93,1786,87,96,95,91,92,98,73,80,90,89,74,97,70.4,41.3,1050,22.9,3633,1982,1,3,11,55,8,23,93277,71888,54385,50919,20,9,16.5,34.6,10,20.1,8.7,2,7,89,2,80,9,2,2,3,4,328678,1.531000,288683606,9179,34,62,4,33091988,16,351855819,226551247,7204,63,4,6,9,18,143551624,4564,69,16,3,3,4,1,3,0,1
Mansfield,220908,220 TARRANT,11,AA,40,32208,26,24,40,10,37.1,11,8,10,21,7,96.2,0,5.2,87.7,1896,79,93,95,86,83,96,69,73,86,87,69,93,64.4,25.5,989,21.1,3820,1981,1,3,7,52,8,29,113893,75902,59650,52130,30,8.4,16.3,30.2,10.7,22.4,8.5,10,7,77,6,72,9,2,4,4,8,282043,1.496000,293783468,9293,44,51,6,73477462,32,319061803,230346940,7286,60,4,6,11,19,139032448,4398,52,17,4,3,3,15,3,2,1
Lake Worth,220910,220 TARRANT,11,AA,7,3170,12,54,31,4,75,18,10,17,18,5,95,0.2,4.5,85.7,115,64,83,84,73,73,92,51,61,73,72,60,83,53.6,18.6,974,16.3,462,215,1,3,8,47,9,33,105163,63961,51154,48396,24,6.9,14.7,40.2,9.3,24.9,19.5,3,9,86,3,73,10,3,7,4,3,215706,1.670000,33322624,11292,46,42,12,3695200,15,42359675,26831247,9092,52,8,5,13,21,13989991,4741,57,16,15,4,4,0,4,0,0
Crowley,220912,220 TARRANT,11,AA,21,15141,40,22,26,12,53.4,10,8,10,28,5,95.4,0,8.1,86.8,927,66,87,89,76,74,94,56,68,79,72,58,90,65.5,25.8,956,20.5,1682,928,0,4,8,55,14,19,117721,75727,62539,52646,33,9,16.3,36.8,10.4,22.3,17.1,16,6,77,1,78,14,0,3,4,1,308046,1.535000,138191044,9174,36,57,7,19109638,18,136827668,106665604,7081,65,5,6,9,15,69206041,4594,61,21,9,2,3,1,2,0,1
Kennedale,220914,220 TARRANT,11,RE,5,3167,17,20,56,7,38.6,5,9,5,18,9,95.7,0.2,4.7,90.6,194,81,93,94,86,88,96,71,77,84,86,74,94,59.2,28.4,979,20.5,397,215,2,3,6,54,12,24,103065,73605,62826,52820,20,8,14.7,36.3,11,15.3,12,4,7,87,2,81,10,0,1,4,5,297019,1.545000,30220517,9579,41,52,7,4358451,18,29757496,26113910,8277,61,6,6,10,16,15831683,5018,66,16,7,1,3,1,3,1,1
Azle,220915,220 TARRANT,11,AA,10,5754,1,17,79,4,47.2,4,9,4,24,7,94.7,0,0.6,93.1,348,77,91,94,85,80,93,72,70,78,71,68,95,50.9,30.4,1018,22.6,751,375,1,3,6,50,12,28,91552,62896,59517,48937,6,7.7,15.3,35.7,10.7,19,13.5,0,3,96,2,79,11,5,1,4,0,408741,1.190000,52542896,9025,33,58,9,8463469,20,54403859,46405730,7971,56,6,6,12,20,25875746,4444,64,16,8,1,3,3,3,1,1
Hurst-Euless-Bedford,220916,220 TARRANT,11,RE,30,21000,16,27,46,12,50.5,12,9,11,18,7,96.5,0.2,1.9,93.4,1340,87,95,95,93,92,98,81,83,91,91,82,96,58,33.7,1026,22.1,2489,1325,1,3,8,53,8,27,105334,82671,65252,55641,22,8.4,15.8,24.4,13,30.5,7.5,3,9,85,3,44,9,31,5,3,7,397201,1.288000,202800808,9801,33,59,9,26997669,18,193494213,167854485,8112,61,5,5,9,19,102706428,4964,62,16,7,4,3,2,3,1,2
Castleberry,220917,220 TARRANT,11,AA,7,3604,1,74,23,2,84.5,30,7,29,19,6,95.5,0.4,7.8,81.4,177,74,88,92,86,78,96,79,72,78,83,72,92,54.9,6.7,867,18.7,481,223,2,3,9,46,12,29,93794,66667,51404,49001,26,7.5,16.2,59.7,7.5,14.5,14.7,1,16,81,3,75,6,3,9,4,2,120365,1.453000,33201010,9248,61,22,18,7986306,29,31273295,27683669,7711,59,7,6,12,16,16191631,4510,63,12,15,3,2,2,3,1,1
Eagle Mt-Saginaw,220918,220 TARRANT,11,AA,25,16664,10,35,48,8,40.1,7,8,7,18,5,95.5,0,4.4,91.2,836,79,92,93,85,86,96,66,73,85,82,70,95,49.7,25.7,990,21.9,2030,1062,1,3,9,52,8,27,94361,79099,61632,53035,20,8.2,15.7,34.9,11.1,18,9.4,1,8,87,3,79,8,2,1,3,7,360866,1.496000,162455034,10097,35,61,4,20705051,17,270807997,130325893,8100,58,5,6,11,20,76017428,4725,72,14,4,1,2,0,3,2,1
Carroll,220919,220 TARRANT,11,EX,11,7642,2,6,81,11,1.9,1,10,1,13,21,96.6,0,0,98.5,639,97,99,.,99,97,.,94,93,97,98,84,99,.,66.4,1161,25.7,993,520,1,3,8,52,11,25,103275,73311,61633,51529,16,7.7,14.7,24.5,13,23.9,12.6,1,4,92,3,80,11,0,1,1,7,690779,1.415000,97934196,12681,17,80,4,21665108,27,116304081,67312400,8716,59,7,5,11,18,39596557,5127,68,19,2,0,2,2,5,2,0
White Settlement,220920,220 TARRANT,11,AA,10,6271,6,33,55,6,53.6,8,10,10,15,8,94.4,0.1,4.6,90.7,349,75,91,93,82,83,96,64,71,78,77,69,87,40.3,29.8,970,20.8,779,392,1,4,6,50,11,28,97821,65987,56265,47407,19,8,16,44.3,10.3,13.3,13.4,2,7,88,4,70,9,5,7,3,5,233280,1.540000,56407520,9551,43,49,8,5152169,13,55634392,45872235,7767,58,5,6,12,18,26713504,4523,64,14,9,4,2,1,3,1,2
Responsive Educ Solutions,221801,221 TAYLOR,14,EA,36,7096,13,44,39,4,59.5,20,8,20,9,0,90.7,1.4,6.1,52.8,870,69,90,94,76,78,92,59,60,79,81,62,80,10.1,9.9,913,17.3,625,392,0,7,6,63,15,10,180000,55521,59795,38573,41,11.4,18.1,61.8,7.4,16.3,30.7,10,29,59,2,85,12,0,3,0,0,0,0.000000,43098855,8986,91,1,8,82610,0,39026115,38658232,8061,63,11,12,7,7,24375422,5082,78,12,8,3,0,0,0,0,0
Abilene,221901,221 TAYLOR,14,AA,33,16987,12,40,42,6,63.2,3,14,3,17,5,95.1,0.1,5,86.1,945,75,89,92,84,83,94,63,71,81,81,68,90,63.3,28.4,998,21,2431,1214,1,2,9,50,15,23,102856,71190,52014,45369,22,7,14,23.9,15.2,17.8,10.1,2,8,86,3,71,14,7,1,4,4,224293,1.165000,157501946,9347,51,31,18,19075604,16,160782042,146213389,8677,60,7,5,9,20,87968298,5220,56,20,13,1,4,1,3,1,3
Merkel,221904,221 TAYLOR,14,AA,6,1149,2,20,76,2,57.5,1,12,1,26,8,95.8,0,8.9,89.9,74,75,92,92,83,83,97,33,71,76,.,69,93,59.3,34.3,.,21.6,209,108,1,4,4,52,14,25,72767,58158,52028,40119,15,5.5,10.6,37.7,12.1,9.2,16.5,0,2,97,1,71,8,14,0,5,2,334258,1.060000,12803272,11534,57,34,9,3137698,28,12718793,12311005,11091,57,6,7,12,18,6999378,6306,55,14,20,0,4,2,4,1,0
Trent,221905,221 TAYLOR,14,RE,1,196,2,14,84,0,43.9,2,7,2,35,4,96.8,0,0,92.9,13,81,90,93,87,91,95,.,65,84,.,73,87,75,22.2,954,.,35,20,3,3,0,57,8,29,85000,50000,.,41371,12,5.6,9.9,20.3,13.8,5.1,16.4,5,0,95,0,81,5,5,0,9,0,760956,1.500000,2803888,14161,-2,97,5,555493,24,2584479,1969107,9945,55,12,5,13,14,1091461,5512,60,7,19,0,6,1,6,1,0
Jim Ned Cons,221911,221 TAYLOR,14,AA,4,1028,1,10,88,2,29.7,0,9,0,38,7,96.1,0,4.2,95.8,69,86,97,99,91,85,97,.,80,86,93,80,91,82.3,33.3,960,22,162,88,1,3,5,54,12,25,97972,68448,50933,45591,5,6.3,11.7,6.9,17.1,14.2,1.4,0,0,99,1,76,10,3,0,7,3,375392,1.110000,15303552,14843,34,45,21,3489875,34,12290862,11672151,11321,57,6,4,9,24,6660269,6460,47,38,5,0,4,1,3,1,0
Wylie,221912,221 TAYLOR,14,RE,5,3331,3,14,78,6,15.6,1,8,0,22,3,96.5,0.2,1.7,96.6,230,92,97,98,96,94,99,79,87,94,90,84,99,75.6,32.3,1036,22.7,347,207,1,3,6,60,8,23,85345,67663,51126,42071,7,9.6,16.1,27.3,13.1,15,4.6,0,3,95,2,87,8,0,0,4,2,372194,1.130000,24683342,7532,35,60,5,4991731,22,23445209,19465850,5940,61,5,5,12,18,11770281,3592,73,12,4,0,4,1,5,2,0
Terrell County,222901,222 TERRELL,18,AA,2,138,0,56,43,1,51.4,1,7,1,34,1,95.3,0,0,100,14,82,96,94,84,95,96,.,79,83,.,83,95,69.2,22.2,.,21.2,44,21,3,3,7,47,9,30,49115,66876,47706,47968,55,3.2,6.7,21.2,14.8,20.6,4.7,0,33,67,0,80,8,3,0,10,0,4657638,1.246000,4811219,28983,19,77,4,539705,7,10522577,3596332,21665,44,11,8,18,20,1575179,9489,63,10,15,0,5,0,7,0,0
Brownfield,223901,223 TERRY,17,AA,6,1803,4,74,20,2,76.7,6,8,6,38,6,95.7,0,12.4,78.3,107,54,79,81,67,66,89,35,50,73,67,50,85,55.2,20.8,978,18.7,321,153,1,3,8,48,17,23,102110,69497,54725,43580,37,5.6,11.8,34.6,12.4,11.7,20,2,17,80,1,68,8,12,1,7,3,441915,1.270000,22074659,12535,35,41,24,1252586,8,21428952,18868907,10715,57,8,5,9,21,10758613,6109,46,22,22,0,4,0,4,1,1
Meadow,223902,223 TERRY,17,RE,1,287,0,70,28,1,73.5,6,7,6,33,2,96.8,0,0,100,17,72,88,92,79,84,93,.,67,83,.,66,100,68.8,9.1,.,19.2,49,25,2,5,3,50,16,24,77000,58147,46621,39143,36,5.8,11.7,28.7,9.8,6.5,12.8,0,8,92,0,86,4,1,0,9,0,264104,1.230000,3367298,12026,57,28,15,1546562,51,3054630,2824790,10089,54,10,8,11,18,1522336,5437,51,6,28,0,7,0,8,1,0
Wellman-Union Cons,223904,223 TERRY,17,RE,1,229,0,32,67,1,53.3,7,7,10,46,2,97,0,0,100,11,85,95,.,87,92,.,.,74,90,.,85,100,62.5,20,.,19.2,42,20,2,3,4,48,14,28,87500,61828,48881,43473,17,5.5,11.3,19.8,16.5,17.5,25.2,0,5,95,0,72,5,11,1,9,3,795302,1.120000,2985854,14084,24,66,10,1236952,48,2831501,2758892,13014,52,11,5,13,19,1445244,6817,56,12,16,1,8,1,5,1,0
Throckmorton,224901,224 THROCKMORTON,09,AA,2,211,1,17,82,0,57.3,0,5,0,33,14,97,0,5,95,19,72,91,87,81,86,90,.,52,76,.,63,100,81.3,0,.,18.8,41,24,2,3,4,57,12,21,81200,63024,45982,43324,2,5.1,9,12.7,15.4,21.2,11.7,0,0,100,0,80,5,4,0,12,0,581332,1.040000,2575542,12564,45,48,7,483758,19,3102487,2738436,13358,56,9,5,14,16,1540323,7514,63,8,11,0,9,0,8,1,0
Woodson,224902,224 THROCKMORTON,09,AA,1,103,0,24,76,0,61.2,1,15,1,43,4,95.3,0,0,90.9,10,77,97,85,91,82,88,.,81,75,.,71,100,77.8,28.6,.,19.7,26,16,4,1,1,60,12,23,87000,63650,63650,40802,0,4,6.6,38.6,13.6,16.3,33.1,0,0,94,6,84,5,2,0,9,0,339876,1.170000,1713915,14649,70,24,6,403901,27,1598618,1572054,13436,56,11,5,11,17,886952,7581,65,9,8,0,9,0,8,1,0
Mount Pleasant,225902,225 TITUS,08,AA,10,5290,13,64,22,2,82.5,36,11,30,25,4,95.9,0.1,1.4,97.3,306,75,90,92,84,80,93,61,74,85,85,73,93,31.8,19.5,979,19,932,423,1,2,7,45,18,26,82542,64382,48271,42449,40,5.7,12.5,34.8,12.1,19.6,11.8,8,11,78,3,55,8,15,14,6,3,406729,1.174000,57244493,10846,32,49,19,2737617,7,53596250,48915947,9268,64,5,6,9,17,31471822,5963,47,16,24,2,5,1,2,2,2
Winfield,225905,225 TITUS,08,AU,1,155,1,87,12,0,97.4,49,9,49,0,2,96.3,0,.,.,0,55,77,87,73,45,.,.,52,80,.,54,.,.,.,.,.,23,12,9,4,2,51,12,22,59063,52000,46829,35971,18,6.8,13.4,43.1,6.6,0,36.8,0,9,74,17,96,4,0,0,0,0,351916,1.040000,1761970,10679,50,33,17,347436,27,1720109,1586572,9616,56,15,6,8,15,888533,5385,72,8,15,4,0,0,1,0,0
Chapel Hill,225906,225 TITUS,08,RE,3,939,2,29,66,4,44.5,12,10,12,36,10,96.9,0,0,100,69,85,96,98,91,86,98,91,76,89,86,78,96,37.5,33.3,1039,21.7,143,82,2,3,5,57,12,21,70136,65530,46201,38932,9,6.6,11.5,37.3,9.9,12.6,21.1,4,2,93,0,85,6,0,2,7,0,116969,1.137000,9024753,9950,74,19,7,1512927,20,8702559,8089573,8919,61,6,5,13,15,4890681,5392,65,13,6,1,9,0,3,2,1
Harts Bluff,225907,225 TITUS,08,RE,1,452,0,43,55,3,62.4,20,4,20,0,4,96.2,0,.,.,0,80,92,89,87,92,.,.,74,84,.,76,.,.,.,.,.,69,37,4,3,6,53,11,23,73540,55570,38551,41962,17,6.5,12.2,27,11.7,8.1,16.2,3,3,95,0,97,2,0,0,0,0,322225,1.040000,4600802,10247,54,34,12,330000,8,4209147,3849450,8573,63,9,5,10,13,2406180,5359,71,6,18,4,0,1,1,0,0
Tlc Academy,226801,226 TOM GREEN,15,AA,1,745,3,43,48,6,44.8,1,6,1,10,0,95.8,0,.,.,10,62,86,86,72,71,93,46,53,69,79,54,85,0,.,.,.,104,53,3,3,10,51,16,18,74667,53711,41945,33613,16,7.1,14,69.3,5.3,7.8,43,2,11,85,2,90,4,3,1,3,0,0,0.000000,5496210,8683,88,4,8,-1737,0,5065135,5023213,7936,44,12,6,24,15,2194297,3467,74,9,8,0,0,0,9,0,0
Christoval,226901,226 TOM GREEN,15,AA,7,450,0,22,73,5,25.1,1,7,1,35,12,95.9,0,0,93.1,30,81,94,88,87,87,94,.,79,81,94,69,97,57.1,25,.,20.5,73,38,1,3,4,52,8,31,79104,62151,51768,39675,15,6.2,11.9,42.2,11.7,7.9,11.2,0,3,84,13,89,3,0,0,7,0,618513,1.146000,4644530,10826,58,39,3,825626,18,4841930,4087318,9528,49,11,5,14,21,2005702,4675,71,10,5,0,5,0,7,1,1
San Angelo,226903,226 TOM GREEN,15,AA,24,14043,4,57,36,3,61.8,5,12,5,19,4,96.3,0.2,11,80.6,984,76,90,92,84,81,94,68,70,86,88,69,91,55.6,29.9,1052,20.8,1985,987,1,2,9,50,12,25,93398,65446,50373,43853,34,7.1,14.2,31,12.1,14.8,11.6,2,17,79,2,75,15,2,2,4,3,239783,1.313000,131649257,9459,49,34,16,12587137,14,155340765,116357405,8360,59,5,5,11,19,68804516,4944,56,17,15,0,4,2,3,2,1
Water Valley,226905,226 TOM GREEN,15,RE,6,319,3,12,82,4,43.3,0,14,0,37,8,97,0,0,94.1,24,88,98,98,92,86,96,.,81,90,80,81,89,100,25,.,19.9,54,29,2,4,4,53,7,30,84000,63429,47726,41948,2,5.9,11,27.6,11.6,6.6,33.5,0,0,100,0,78,13,3,0,5,0,386413,1.370000,3991990,11776,57,37,5,651197,21,3547446,3133603,9244,59,9,5,9,18,1849532,5456,61,17,10,0,5,1,5,1,0
Wall,226906,226 TOM GREEN,15,RE,7,1047,0,18,80,2,17.5,2,8,2,31,8,97.2,0,1.2,96.4,82,92,97,98,96,91,97,.,84,93,.,83,96,90.5,44.8,1160,22.1,188,103,1,2,7,55,14,21,106700,59974,46650,42275,14,5.6,10.1,22.7,15.5,19.1,9.2,0,5,93,2,76,13,2,1,5,3,273098,1.092000,14218328,13698,65,24,12,3109513,31,13490593,11583483,11159,58,9,4,10,20,6691898,6447,48,31,11,0,4,0,2,1,1
Grape Creek,226907,226 TOM GREEN,15,AA,4,1070,1,39,58,2,61.3,5,12,5,24,6,94.7,0,4.5,94.4,82,66,85,89,75,77,97,50,61,69,83,58,91,66.7,22.9,954,19.9,167,93,1,4,5,55,11,24,58169,56706,47831,38938,17,6.4,11.6,43.1,9.9,7.2,24,2,11,87,0,78,15,1,2,4,0,135743,1.347000,12524476,11365,69,20,11,2854951,29,12381193,10140577,9202,52,7,6,12,23,5235734,4751,61,13,14,0,4,0,5,1,1
Veribest,226908,226 TOM GREEN,15,RE,5,274,0,34,64,2,49.3,4,10,4,14,6,96.6,0,0,100,15,88,95,94,91,93,.,.,88,88,.,88,100,76.9,30,.,20.9,42,22,2,5,2,52,10,29,90493,58100,39914,36216,17,6.6,12.7,44.2,8.1,14,31.9,0,5,95,0,90,5,0,0,4,1,307609,1.290000,3034258,11761,58,36,6,1397016,56,2490024,2216770,8592,49,13,7,11,20,1076577,4173,50,13,17,5,7,1,5,2,0
American Youthworks Charter,227801,227 TRAVIS,13,EU,2,257,15,69,16,1,58.4,12,18,12,34,0,69,.,26.1,16.8,56,38,69,.,39,52,86,45,35,44,.,39,65,12.8,16.7,937,.,46,21,4,9,38,46,0,2,36609,60018,24751,33500,33,5.6,12,71.9,4.2,14,52.9,5,14,81,0,99,1,0,0,0,0,0,0.000000,254293,831,75,0,25,6924,0,1673463,1629567,5325,45,7,18,19,10,740613,2420,84,6,6,1,3,0,0,0,0
Eden Park Academy,227803,227 TRAVIS,13,EX,1,232,3,46,44,7,34.9,0,9,0,0,0,96.8,0,.,.,0,92,97,98,97,85,.,57,88,.,.,91,.,.,.,.,.,24,20,4,0,0,81,0,14,75000,.,.,44091,20,9.6,11.7,60,6.3,5,6.2,5,15,80,0,96,4,0,0,0,0,0,0.000000,2126504,11311,75,13,12,1261737,64,1853089,1636103,8703,60,16,3,15,6,985182,5240,64,16,20,0,0,0,0,0,0
Nyos Charter,227804,227 TRAVIS,13,AA,2,728,18,30,48,5,40.9,14,9,14,2,1,96,0,0,87.5,21,82,92,93,88,91,.,71,74,90,84,71,100,95,31.6,1034,.,95,61,3,4,14,64,3,12,76675,70355,44727,44409,15,7.6,12,60.8,5.4,31.3,17.9,3,4,91,2,92,6,2,0,1,0,0,0.000000,6684276,9873,82,4,14,1183591,21,6495956,6229249,9201,62,10,7,15,6,3840287,5673,72,15,12,1,0,0,1,0,0
Texas Empowerment Academy,227805,227 TRAVIS,13,AA,2,251,85,11,0,4,68.1,0,13,0,0,0,96.4,0,.,.,0,52,78,92,64,57,91,50,67,.,57,49,.,.,.,.,.,32,20,7,2,1,62,7,21,44727,60715,37000,39855,94,7.9,12.8,81.9,3.8,5.1,37.7,85,5,10,0,100,0,0,0,0,0,0,0.000000,2114528,9315,89,4,8,117013,7,2172395,2172395,9570,59,13,0,19,9,1288724,5677,95,1,4,0,0,0,0,0,0
Univ of Texas Univ Charter,227806,227 TRAVIS,13,EA,15,752,19,24,51,6,68.6,4,45,4,32,0,96.7,0.4,26.8,54.9,42,37,68,63,47,50,78,20,27,49,25,28,70,0,.,.,.,194,107,3,13,13,55,15,1,67885,57975,57825,47101,25,3.9,7,53.3,8.1,25.7,37.1,7,8,82,2,75,20,0,0,6,0,0,0.000000,18940283,20882,87,0,13,6480161,50,17300158,17275527,19047,57,16,9,2,17,9782426,10785,31,50,19,0,0,0,0,0,0
Star Charter,227814,227 TRAVIS,13,EX,1,346,6,20,67,7,1.2,0,1,0,0,0,95.7,0,0,100,20,92,99,96,95,93,.,94,84,95,88,.,100,100,75,1199,27.6,25,21,2,12,2,84,0,0,26279,70140,50051,46024,4,13.8,16.5,40,9.1,26.3,0,0,5,79,17,99,0,0,0,1,0,0,0.000000,2276654,7489,96,1,3,1180784,58,2067067,1792246,5896,70,10,8,8,4,1246029,4099,97,3,0,0,0,0,0,0,0
Harmony Sci Acad (Austin),227816,227 TRAVIS,13,RE,4,1930,11,54,19,16,51.7,13,3,12,2,16,96.8,0,0,100,22,86,94,95,91,89,98,90,81,92,95,82,100,.,26.3,993,.,165,130,1,9,4,79,1,7,93000,60053,27836,37777,16,11.7,14.8,95.5,1.9,10.1,31.2,2,11,84,2,95,3,0,1,0,1,0,0.000000,9630967,8724,88,4,8,155412,1,8693166,8618963,7807,52,10,8,22,8,4518403,4093,85,7,7,1,0,0,0,0,0
Cedars International Acad,227817,227 TRAVIS,13,RE,1,221,47,43,7,3,87.3,18,8,17,0,4,96.4,0,.,.,0,77,92,91,89,80,.,71,82,.,.,75,.,.,.,.,.,33,20,3,3,3,59,19,13,111000,53000,48024,40718,62,6.6,11.3,79.6,4.9,30.6,50,15,36,49,0,91,5,3,0,0,0,0,0.000000,2142580,9874,85,2,13,607177,37,1841208,1723666,7943,65,7,5,12,11,1116269,5144,61,15,23,1,0,1,0,0,0
Austin Can Academy Charter,227818,227 TRAVIS,13,EA,1,363,27,69,3,1,90.4,26,19,25,14,0,80,.,38.7,12.3,65,20,57,.,32,46,82,17,21,22,.,21,70,0,.,.,.,41,12,2,10,46,30,9,4,97296,60655,37446,41527,52,8.9,29.5,67.4,4.3,8.1,41.4,13,39,40,8,90,8,0,0,2,0,0,0.000000,3719466,10419,81,0,18,3398,0,3743375,3576708,10019,39,17,8,19,16,1386891,3885,39,13,34,8,3,0,0,2,0
Univ of Texas Elem Charter,227819,227 TRAVIS,13,AA,1,259,15,65,19,2,68,15,8,15,0,4,97.2,.,.,.,0,87,96,.,98,78,.,93,85,.,.,87,.,.,.,.,.,35,18,3,3,11,53,9,22,95000,86000,52623,50683,46,7.4,14.2,27.3,10.5,65,36.6,19,22,60,0,95,5,0,0,0,0,0,0.000000,2936448,11471,70,19,11,837742,47,2805280,2804996,10957,57,12,16,5,10,1601976,6258,73,11,16,1,0,0,0,0,0
Kipp Austin Public Sch Inc,227820,227 TRAVIS,13,RE,4,992,4,94,2,1,92,32,6,32,0,0,97.9,0,.,.,0,87,93,99,94,88,99,91,87,.,50,86,.,.,.,.,.,129,60,5,9,20,47,3,16,80231,57348,52598,49546,34,7.7,16.5,72.6,5.2,44.3,25.5,3,15,75,7,94,1,0,5,0,0,0,0.000000,11343713,17808,50,42,9,2452456,29,9406618,9249885,14521,43,17,9,12,18,3970072,6232,64,10,24,3,0,0,0,0,0
Austin Discovery,227821,227 TRAVIS,13,AU,1,375,7,21,64,8,18.1,4,6,4,0,0,95.9,.,.,.,0,75,97,84,80,85,.,50,66,81,80,53,.,.,.,.,.,44,35,5,5,1,81,6,2,52500,47602,38150,42600,5,8.6,10.6,75.2,4.6,32.2,16.8,0,3,92,6,95,4,1,0,0,0,0,0.000000,2491572,7860,92,7,1,254319,9,2434834,2398765,7567,65,9,3,21,2,1567051,4943,85,10,5,1,0,0,0,0,0
The East Austin College Pre,227824,227 TRAVIS,13,AA,1,179,13,83,4,0,89.4,35,11,48,0,0,96.6,.,.,.,0,66,80,92,77,.,.,77,63,.,.,64,.,.,.,.,.,22,14,0,14,18,63,5,1,.,52667,45609,47201,77,8.1,12.8,78.6,3.1,7.1,42.9,0,71,29,0,86,7,0,7,0,0,0,0.000000,1582023,17978,48,21,31,-323691,-15,1682797,1588250,18048,45,23,7,12,13,712106,8092,60,24,12,5,0,0,0,0,0
Austin,227901,227 TRAVIS,13,AA,123,85273,10,60,24,6,64,29,10,28,20,6,94.3,0.3,9,78.6,4073,75,88,92,84,80,93,61,67,93,88,65,91,71.7,37.6,1027,20.9,11736,6094,1,4,8,52,7,28,92885,65432,59572,46606,48,7.3,14,38.5,11.2,25.4,11.8,7,26,64,3,57,12,5,15,3,8,702203,1.227000,935685470,11107,18,69,13,148326523,17,1015887888,809895479,9614,57,7,6,11,19,457482789,5430,40,21,17,17,2,1,2,1,1
Pflugerville,227904,227 TRAVIS,13,AA,27,22657,19,43,26,12,51.4,18,9,18,20,8,95.3,0.2,5,85.2,1298,76,90,92,84,82,96,64,71,88,86,66,93,71,28.1,997,21.4,2624,1502,1,4,11,57,12,14,80586,66890,55281,46908,34,8.6,15.1,37.4,10.6,22.5,13.6,8,18,69,5,71,10,3,5,3,8,318287,1.460000,212143090,9637,36,55,9,16625462,11,225597637,180138126,8183,58,5,5,10,22,104079815,4728,58,22,9,2,3,1,3,2,1
