SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT11R,DA0708DR11R,DADC4X11R,DA0GR11N,DAGC4X11R,DA00A001512R,DA00AR01512R,DA00AW01512R,DA00AM01512R,DA00AC01512R,DA00AS01512R,DB00A001512R,DH00A001512R,DW00A001512R,DI00A001512R,D300A001512R,D400A001512R,D200A001512R,DE00A001512R,DA0CT11R,DA0CC11R,DA0CS11R,DA0CA11R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPAOTHP
Academy,014901,014 BELL,12,3,1134,2,21,74,1,1,0,2,33.7,3,9,3,24,9,96.7,0,2.6,78,96.1,81,83,73,82,85,74,76,78,82,62,75,.,71,73,64.3,35.6,1040,22.7,156,83,1,2,3,53,14,26,92027,71013,55356,47372,11,7.3,13.6,12,18,9.6,8.4,0,5,92,3,89,5,0,0,6,0,209387,1.174000,10487924,9509,59,37,4,1695918,21,10078132,9413039,8534,60,4,6,12,18,5615874,5091,63,15,10,0,5,1,4,1,0
Bartlett,014902,014 BELL,13,1,395,12,64,23,0,0,0,2,74.4,14,9,14,32,3,95.6,0,11.1,15,88.9,58,66,37,55,63,57,66,53,69,.,.,.,79,56,.,5.6,671,.,60,31,5,3,6,52,12,22,64084,60158,47182,38623,27,6.6,12.7,40.7,9.2,12.9,31,0,6,90,3,86,6,1,0,6,0,232622,1.155000,4231796,11166,60,26,14,1227397,39,4064314,3848221,10154,52,9,7,11,22,2007106,5296,52,8,24,1,6,0,8,1,0
Belton,014903,014 BELL,12,14,9509,7,32,56,1,2,0,3,49.2,7,11,7,20,7,96,0.1,0.8,619,97.7,82,83,71,83,86,83,70,73,87,79,98,83,83,72,58.4,34.2,1020,22.7,1367,634,1,2,8,46,11,31,89455,69935,55654,45794,20,7,15,29.8,12.1,15.2,11.7,2,7,89,2,76,9,7,1,4,3,217122,1.406000,87910441,9522,55,35,10,12512555,19,108018695,75364541,8163,55,7,5,12,22,41321891,4476,63,16,8,1,4,2,4,1,1
Holland,014905,014 BELL,12,3,612,3,29,66,0,0,0,1,54.1,3,7,3,33,9,97.1,0,0,31,100,82,83,74,86,91,69,.,77,86,.,.,.,.,77,70.4,31.6,1016,20.8,96,48,1,2,7,50,10,29,91760,74424,47359,44223,18,6.4,12.9,16.8,17.3,13.4,2,4,6,89,0,85,7,2,0,6,0,139131,1.280000,8169311,14383,52,26,22,1094489,24,7743675,6218063,10947,50,8,5,10,27,3094584,5448,41,39,12,0,2,0,4,1,0
Killeen,014906,014 BELL,12,54,40923,34,26,29,1,3,1,6,54.6,8,11,7,14,4,95.2,0.2,6.7,2012,87.5,76,79,66,73,81,78,70,76,81,72,85,77,80,70,69.4,16.3,936,19.7,5918,2755,0,3,9,47,13,29,92854,69963,57400,47811,41,6.9,14.9,40.8,10.2,20,11.5,15,12,68,5,76,11,2,3,2,6,151937,1.141000,400371373,9968,56,19,25,83281649,27,398856639,341968337,8514,59,5,6,10,20,202084658,5031,66,16,10,1,2,1,2,1,1
Rogers,014907,014 BELL,12,4,860,2,27,68,1,1,0,1,50.3,5,9,5,27,10,96.5,0,3.3,59,96.7,76,76,64,76,83,82,67,66,75,57,100,89,68,65,67.3,18.9,976,23.6,124,64,2,2,12,52,12,21,66548,69577,45851,42190,10,7,13.5,20.4,14.5,12.1,10.5,2,4,93,2,88,6,0,2,4,0,171430,1.320000,9225936,10320,67,26,8,1725341,26,8644452,7617650,8521,52,7,5,13,23,3973122,4444,62,11,12,0,5,0,8,2,0
Salado,014908,014 BELL,12,4,1389,1,19,76,1,1,0,2,27.2,7,7,7,27,5,95.9,0.5,0,124,99.2,89,90,83,88,95,88,.,83,91,85,100,.,90,78,78.1,34.8,1034,25.6,177,102,2,3,4,58,7,26,78292,67087,52485,44175,16,7.8,13.6,23.6,13.5,17.7,13.6,2,5,93,0,78,6,3,3,5,5,441812,1.300000,13683852,10106,34,63,3,4576469,42,12386381,10762556,7949,59,4,6,9,21,6388161,4718,65,10,10,1,5,0,6,2,0
Temple,014909,014 BELL,12,18,8728,28,39,28,1,2,0,3,74.6,8,8,8,19,9,94.7,0.1,7.8,464,85.2,66,70,54,67,68,70,54,64,79,71,89,91,72,60,56.6,34.6,1021,22.2,1216,610,1,3,10,50,10,27,93897,65540,51975,44730,35,7.2,14.3,36.1,10.7,16.3,16.8,9,12,77,1,72,8,7,4,4,5,309009,1.285000,83120265,9403,40,43,17,15287882,25,81699327,72859390,8242,56,6,5,11,22,41119539,4652,63,14,13,1,3,1,3,1,2
Troy,014910,014 BELL,12,5,1342,2,24,72,1,0,0,1,47.7,2,10,3,22,8,96,0,1.1,90,96.8,77,79,71,75,79,81,54,70,79,90,.,.,81,69,57.8,27.1,1001,20.9,174,92,2,4,4,53,12,24,74973,65851,53774,42640,12,7.7,14.6,27,13.9,13.9,12.9,0,7,92,1,82,9,3,0,4,1,187942,1.352000,12351104,9619,63,31,6,958299,10,12457372,10453883,8142,55,6,6,11,22,5704146,4442,63,15,8,0,5,1,5,2,1
Por Vida Academy,015801,015 BEXAR,20,3,353,4,92,4,0,0,0,0,83.9,0,14,0,57,0,74.2,.,49.7,56,22.3,65,70,46,48,66,76,58,64,71,.,.,.,.,64,20,0,715,.,69,40,4,9,17,58,2,9,80000,39067,37923,36079,68,5.1,8.8,77.7,2.7,11.5,42.2,5,60,33,2,78,13,0,0,9,0,0,0.000000,4534233,13375,62,1,37,764754,28,4622037,4592057,13546,44,18,9,13,15,2032455,5995,48,14,28,0,6,0,1,2,0
George Gervin Academy,015802,015 BEXAR,20,2,1327,32,60,6,0,1,0,1,98.3,8,3,8,6,1,91.1,0,11.1,69,66.7,57,66,34,58,48,63,56,58,60,.,.,.,71,56,25.4,0,766,15.1,75,51,1,11,3,68,15,3,155000,45663,39000,31964,72,17.7,26.1,86.2,2.6,9.8,36.4,22,49,28,2,100,0,0,0,0,0,0,0.000000,8606591,6486,87,1,12,625767,8,6979408,6979408,5260,53,3,10,20,13,3678726,2772,69,6,23,1,0,0,1,1,0
Higgs Carter King Gifted,015803,015 BEXAR,20,1,735,10,82,6,0,0,0,1,95.2,5,4,5,0,0,95.8,0,.,4,.,61,67,66,52,67,59,60,61,64,.,.,.,.,60,.,.,.,.,54,35,3,3,22,64,0,7,106599,71523,43012,42612,80,13.6,21.2,83.6,3.4,10.6,55.2,23,45,23,9,100,0,0,0,0,0,0,0.000000,5438795,7826,82,3,15,1142603,27,5233504,5219992,7511,51,16,5,12,17,2647008,3809,62,5,33,0,0,0,0,0,0
New Frontiers Charter,015805,015 BEXAR,20,3,608,3,93,4,0,0,0,0,92.8,10,9,10,0,0,94.8,0,.,0,.,54,60,45,51,54,50,57,54,54,.,.,.,.,52,.,.,.,.,72,43,8,0,9,60,8,14,73732,.,48640,44084,69,8.5,14.1,74.4,3.9,9.3,35,2,60,35,2,82,12,0,5,1,0,0,0.000000,6508998,10567,82,1,18,3009856,66,5423619,5359717,8701,56,13,5,18,8,3018190,4900,50,18,31,2,0,0,0,0,0
School of Excellence In Edu,015806,015 BEXAR,20,8,1669,36,59,3,0,0,0,2,86.3,11,8,12,20,0,96.6,0.5,26.9,34,57.7,71,75,60,72,72,65,66,73,83,.,.,.,.,69,84.4,0,801,.,299,139,2,2,10,46,6,33,80439,59023,44901,33471,83,5.6,12,84.7,2.9,10.6,26.4,41,37,17,4,77,10,8,3,2,0,0,0.000000,19827396,12209,76,1,24,3309205,23,19863528,18992650,11695,45,20,5,13,17,8480426,5222,39,12,45,1,2,0,1,0,0
Southwest Preparatory,015807,015 BEXAR,20,4,468,14,75,9,0,1,0,1,69.4,0,14,0,61,0,84.4,.,30.7,190,42.7,69,72,34,62,70,80,.,69,70,.,.,.,.,64,12.1,0,797,.,96,43,5,9,29,45,2,10,117876,50357,53114,41807,48,4.9,11,61.6,4.8,21.2,43.2,16,40,44,0,71,15,0,0,14,0,0,0.000000,10170122,13174,58,5,37,1983491,38,9499101,8859321,11476,44,25,11,8,12,3934174,5096,11,13,67,0,10,0,0,0,0
John H Wood Jr Public Chart,015808,015 BEXAR,20,6,522,23,42,30,4,0,0,2,100,6,45,2,0,0,99.1,.,.,1,.,38,53,.,.,.,.,62,.,32,.,.,.,.,38,.,.,.,.,122,52,2,11,14,42,22,9,96783,58259,65746,44886,35,4.3,10.1,71.1,4.5,11.1,38.6,10,12,71,8,85,15,0,0,0,0,0,0.000000,11609346,19982,79,1,20,4551997,53,9495001,9495001,16343,53,18,12,2,14,5060852,8711,0,72,27,0,0,0,0,1,0
Bexar County Academy,015809,015 BEXAR,20,1,502,5,91,4,0,0,0,0,94.4,19,9,20,0,0,94.6,0,.,0,.,61,64,64,61,47,44,.,61,50,.,.,.,.,60,.,.,.,.,44,27,0,4,16,61,18,1,.,38241,26442,31136,66,11.3,18.6,55.6,5.4,14.8,25,15,41,41,4,70,7,18,4,0,0,0,0.000000,4737640,9308,80,6,13,939592,36,3910130,3887315,7637,50,15,13,12,9,1942580,3816,53,10,35,2,0,0,0,0,0
Positive Solutions Charter,015814,015 BEXAR,20,1,151,1,98,1,0,0,0,0,93.4,0,13,0,4,0,80.8,.,35.3,25,20,80,75,.,80,80,84,.,80,.,.,.,.,.,80,16,.,.,.,25,11,8,4,20,44,0,24,71487,57000,44183,32864,68,6,13.7,45.5,11.7,18.2,27.3,9,27,64,0,97,0,0,0,3,0,0,0.000000,2097050,13357,56,0,44,354641,24,2080239,2080239,13250,55,18,19,1,8,1134042,7223,41,4,55,0,0,0,0,0,0
Radiance Acad of Learning,015815,015 BEXAR,20,6,722,9,81,9,0,0,0,1,78.4,11,7,11,14,0,95.4,0,26.3,27,65.8,55,65,48,52,41,63,52,54,69,.,.,.,.,50,15.4,.,.,.,87,51,3,3,10,58,2,23,122463,54500,46374,38386,62,8.3,14.2,45.3,12.2,22.6,42.9,8,47,45,0,84,8,0,2,6,0,0,0.000000,7731210,9021,92,1,8,502604,7,6239471,6169940,7199,46,14,10,20,11,2821217,3292,51,8,34,3,4,0,0,1,0
Academy of Careers and Tech,015816,015 BEXAR,20,1,188,7,81,11,0,0,0,1,26.1,3,10,3,100,1,82,.,13.6,31,36.4,71,79,64,47,81,78,58,72,68,.,.,.,.,75,25.9,0,.,13.8,31,13,6,10,42,42,0,0,73000,37777,23487,32374,65,6.1,14.5,92.3,2.8,7.7,31.3,15,31,54,0,50,8,0,8,34,0,0,0.000000,2107576,13010,75,2,23,493056,29,2192704,2192704,13535,51,20,3,18,9,1106499,6830,57,13,19,0,12,0,0,0,0
San Antonio Can,015817,015 BEXAR,20,1,430,1,95,4,0,0,0,0,91.9,8,12,7,22,0,82.4,.,33.5,104,33.5,59,60,30,50,68,68,.,60,.,.,.,.,.,59,3.2,.,.,.,43,22,1,12,17,52,5,14,98653,61516,54887,42358,57,10.1,19.5,86.4,2.9,13.6,50,0,59,41,0,82,14,0,0,5,0,0,0.000000,4227506,11743,69,15,16,-165296,-6,3955377,3883272,10787,33,18,13,21,16,1287102,3575,34,15,38,6,4,0,0,3,0
Shekinah Radiance Academy,015819,015 BEXAR,20,8,915,28,34,34,0,0,0,3,70.1,5,7,5,12,0,94.5,1.5,17.8,39,77.8,53,58,38,54,52,44,37,49,66,.,.,.,58,45,19.4,0,775,.,87,60,1,2,10,69,3,15,252498,69750,58206,36133,50,10.5,15.2,69.8,5.4,16,60.4,21,18,57,3,82,13,1,2,2,0,0,0.000000,10565995,9334,88,1,11,1503455,18,9663483,9659944,8534,46,15,8,23,9,4421454,3906,56,14,24,1,4,0,0,1,0
San Antonio Sch for Inquiry,015820,015 BEXAR,20,2,404,3,79,17,0,0,0,1,93.8,0,15,0,25,5,96.3,0,0,69,94.1,66,68,58,58,67,84,70,64,73,.,.,.,.,66,6.3,.,.,.,56,30,1,9,13,53,25,0,102389,41693,37994,34240,39,7.2,13.7,73,4,15.1,29.7,3,20,73,3,82,7,0,0,11,0,0,0.000000,4126597,10774,88,1,12,128440,4,3817367,3816142,9964,46,7,11,25,11,1757332,4588,47,13,28,0,12,0,0,0,0
Jubilee Academic Center,015822,015 BEXAR,20,7,1836,6,87,6,0,0,0,1,69,13,6,12,4,2,95.7,0,9.4,30,90.6,62,70,58,55,63,58,66,61,72,.,.,.,.,62,74.1,0,823,.,270,145,1,5,9,54,8,23,97934,56738,39959,35375,78,6.8,12.6,91.1,1.5,11.5,19.6,2,70,25,3,83,6,8,3,0,0,0,0.000000,9420696,10285,84,3,13,1740875,14,9096347,8760538,9564,49,11,12,14,14,4265634,4657,71,9,19,1,0,0,1,1,0
San Antonio Technology Acad,015823,015 BEXAR,20,1,84,2,93,4,0,1,0,0,86.9,0,13,0,50,0,89.8,.,28,21,44,57,55,.,58,56,74,67,56,.,.,.,.,.,57,0,.,.,.,16,8,13,13,0,50,0,25,77553,45719,.,30494,75,5.3,10.6,50.5,8.9,12.6,87.7,0,76,24,0,89,0,0,0,11,0,0,0.000000,1027486,14678,74,9,17,265764,25,920115,920115,13145,41,21,6,26,6,378377,5405,35,14,44,0,8,0,0,0,0
Lighthouse Charter,015825,015 BEXAR,20,1,214,7,88,3,0,0,0,1,90.7,18,9,18,0,1,96,0,.,0,.,47,52,51,38,63,43,71,44,.,.,.,.,.,47,.,.,.,.,27,16,1,7,0,59,0,33,.,73000,.,36809,82,7.9,13.5,81.1,5,18.7,35.6,0,75,25,0,100,0,0,0,0,0,0,0.000000,1996400,9033,88,0,11,0,0,1407094,1407094,6367,57,17,6,8,12,801017,3625,59,12,28,1,0,0,0,0,0
Kipp San Antonio,015826,015 BEXAR,20,3,881,4,92,3,0,0,0,1,83.8,19,8,18,27,0,97.3,0,.,0,.,73,68,65,77,74,84,63,73,89,.,.,.,.,71,.,.,.,.,108,59,1,6,31,55,1,6,130000,73881,54674,44800,57,8.1,14.9,79.7,3.5,20.6,56.4,13,37,43,7,98,2,0,0,0,0,0,0.000000,10264085,14099,57,32,12,943169,13,9352861,9188845,12622,38,19,10,15,19,3512899,4825,68,13,17,3,0,0,0,0,0
Sch of Science & Technology,015827,015 BEXAR,20,2,860,15,52,24,1,5,0,3,52.9,3,4,2,0,4,96.3,0,.,27,.,80,86,72,74,88,82,81,77,84,.,96,.,79,77,.,39.3,1067,24.7,76,62,0,8,0,82,0,11,.,64593,.,37696,47,11.3,13.9,98.4,1.6,19.3,28.1,3,45,44,8,99,0,0,0,0,1,0,0.000000,6334669,8379,90,4,7,598645,10,6321462,5767769,7629,57,9,9,17,9,3271170,4327,83,3,13,0,0,1,0,0,0
Harmony Sci Acad-San Antoni,015828,015 BEXAR,20,2,1138,12,61,21,0,3,0,2,58.9,7,5,6,4,3,95.9,0,.,7,.,70,77,69,59,72,81,56,69,80,100,77,.,77,67,100,71.4,1139,.,104,84,0,9,1,81,0,10,.,63224,40000,38360,40,10.9,13.5,88,2.5,14.3,27,4,36,56,5,94,4,0,1,1,0,0,0.000000,8501267,9404,86,3,11,2002027,24,8939165,7802396,8631,58,12,8,14,9,4530604,5012,78,7,15,1,0,0,0,0,0
Brooks Acad of Sci and Eng,015830,015 BEXAR,20,1,1018,4,84,11,0,1,0,0,68.9,2,4,2,20,7,95.2,0.4,.,38,.,68,75,65,64,71,60,50,68,69,.,88,.,.,65,73,25.9,979,22.6,75,52,1,5,13,69,4,8,79625,47964,37855,38736,71,13.5,19.5,73.9,4.2,17.8,53.6,6,62,33,0,100,0,0,0,0,0,0,0.000000,6269340,9827,90,1,9,80181,1,5371720,5187265,8131,61,14,7,7,12,3154052,4944,77,7,13,0,0,1,2,1,0
Sch of Sci & Tech Discovery,015831,015 BEXAR,20,1,399,9,67,13,0,9,0,2,61.9,6,6,4,0,6,95.8,0,.,0,.,70,80,72,61,69,63,58,65,86,.,93,.,85,65,.,.,.,.,37,29,0,8,3,78,0,11,.,54740,31000,38606,41,10.8,13.8,96.6,1.7,17.2,22.9,3,31,59,7,97,3,0,0,0,0,0,0.000000,3223204,8735,89,3,8,488265,17,2963089,2963089,8030,52,7,8,24,10,1527227,4139,75,7,17,0,0,1,0,0,0
City Center Health Careers,015832,015 BEXAR,20,1,145,5,88,4,0,1,1,2,65.5,6,10,6,34,2,94.5,0,.,0,.,57,66,32,59,71,33,61,53,76,.,.,.,.,51,.,.,.,.,13,8,4,4,8,64,0,20,70875,70875,29751,39864,44,11.6,18.1,100,0.4,23.8,75,0,44,56,0,86,6,0,0,6,2,0,0.000000,1380193,11221,70,2,28,-169333,-15,1128157,1114157,9058,48,16,16,6,13,535853,4357,82,4,12,0,0,0,0,1,0
Henry Ford Academy Alameda,015833,015 BEXAR,20,1,159,4,86,9,0,1,0,1,57.9,0,8,0,8,0,93.1,.,.,0,.,82,85,36,76,89,93,83,78,100,.,.,.,.,82,.,.,.,.,16,12,3,3,19,75,0,0,95000,95000,41884,41884,56,9.9,13.2,75,3,25,32,0,42,58,0,100,0,0,0,0,0,0,0.000000,1824798,12247,61,21,19,68728,6,1893095,1881685,12629,48,19,3,18,13,896710,6018,68,4,28,0,0,0,0,0,0
Alamo Heights,015901,015 BEXAR,20,5,4791,2,38,56,0,3,0,2,21.4,5,6,5,5,16,95.6,0,1.3,379,96.6,87,89,82,85,89,89,72,78,92,100,89,.,86,69,93.5,55.7,1107,24.2,583,326,1,2,7,56,11,23,130978,87240,61753,55875,40,8.2,14.7,19,14.7,53.3,10.6,2,24,73,0,75,9,5,4,0,6,1007462,1.198000,50702479,10688,20,72,7,12061962,20,63999411,43534135,9177,62,8,5,10,16,26966493,5684,66,16,8,0,1,5,3,0,1
Harlandale,015904,015 BEXAR,20,30,14911,0,97,2,0,0,0,0,89.2,16,9,18,26,6,95.4,0.3,8.3,826,83.9,67,68,51,68,74,71,84,67,73,71,90,.,90,66,51.8,7.6,865,18.8,2078,965,1,3,9,46,7,33,80397,67796,53978,48734,78,7.2,15.5,39.9,11.2,34.7,10.3,2,67,29,2,79,8,0,6,4,3,76724,1.544000,163965481,11044,67,14,18,31393511,26,162500289,129670026,8734,57,4,6,12,20,74191598,4997,53,14,17,7,3,0,2,1,3
Edgewood,015905,015 BEXAR,20,19,11822,1,98,1,0,0,0,0,96.6,20,10,19,17,7,94.2,0.1,13.6,594,82.6,60,62,49,60,62,65,55,60,59,67,88,.,88,60,58.6,3.3,802,17.8,1578,706,0,2,11,45,0,41,110152,70456,58562,49159,85,7.5,16.8,36.5,10.9,29.9,15.8,3,73,22,2,74,8,11,1,3,4,75414,1.407000,131425647,11040,68,11,21,31484626,33,127433683,114419144,9612,55,9,5,11,19,62496070,5250,44,13,30,7,2,0,2,1,1
Randolph Field,015906,015 BEXAR,20,3,1157,15,19,50,0,3,0,12,8.6,0,6,0,5,9,97.1,0,0,81,100,93,93,88,92,96,91,87,92,94,.,95,.,93,90,88.3,54.4,1097,25.4,153,78,3,3,8,51,10,26,91515,74843,60702,53379,30,7.6,14.9,14.2,16.8,43.2,15.6,6,15,77,1,83,8,2,0,1,5,0,0.000000,14415274,12352,48,3,49,2197310,17,13053578,12565569,10767,57,7,4,12,21,7113382,6095,75,14,5,0,1,3,3,0,0
San Antonio,015907,015 BEXAR,20,98,54260,6,91,2,0,0,0,0,92.7,19,10,16,19,5,94.1,0.4,12.5,2777,79,62,65,50,60,67,66,56,62,73,52,78,100,66,61,60.5,4.5,828,16.7,7389,3385,1,2,10,46,11,30,89475,72646,58155,49184,80,7.3,16,39.2,11.3,34.3,11.8,10,61,27,3,59,12,4,13,3,9,215531,1.308000,575456116,10483,49,27,24,42956292,11,588277791,502757747,9159,57,6,6,10,21,285155486,5195,46,18,21,8,3,0,1,1,2
South San Antonio,015908,015 BEXAR,20,17,9716,1,97,2,0,0,0,0,88,15,8,14,14,4,94.9,0.7,16.9,422,77.8,65,67,56,62,69,72,62,65,65,80,86,100,100,63,57.4,7.7,860,17.9,1399,661,1,3,8,47,10,30,70505,67894,57588,50370,83,6.9,14.7,41.7,10.4,33.6,10.1,2,72,25,2,81,8,2,1,4,3,124171,1.455000,104298443,10578,60,18,22,18947990,23,113254662,92596044,9391,58,7,6,10,19,53772243,5454,43,15,22,12,4,2,2,1,0
Somerset,015909,015 BEXAR,20,7,3849,1,86,12,0,0,0,1,80,12,8,10,21,4,95.1,0.5,8.4,210,88.4,66,69,52,71,68,59,69,65,72,85,.,.,69,64,69.2,4.8,833,17.5,551,253,1,3,6,46,10,35,99160,59157,51934,46554,67,7,15.2,51.1,8.5,21.2,18.6,2,53,42,2,73,9,4,5,4,5,82706,1.278000,37147951,9830,71,14,15,8874394,33,42582159,33953610,8985,54,9,5,10,23,18339689,4853,44,16,22,7,4,3,3,1,0
North East,015910,015 BEXAR,20,73,67208,7,55,31,0,4,0,3,45.3,9,9,10,16,7,96,0.1,5,4285,89,82,83,74,81,86,87,71,78,91,82,93,81,87,71,75.7,33.4,1022,22.3,8417,4299,0,2,10,51,8,28,147932,78065,64406,52448,44,8,15.6,28.2,12,32.2,9.2,3,27,68,2,71,11,2,4,3,9,405171,1.403000,686549109,10345,32,59,9,87641653,19,734730498,560407009,8444,60,4,6,10,20,338391210,5099,63,21,7,1,3,1,2,1,1
East Central,015911,015 BEXAR,20,15,9398,8,69,21,0,0,0,1,66.5,7,11,10,20,7,95.1,0.2,6.1,604,91.8,71,74,56,69,77,76,67,69,79,76,79,97,84,66,52.2,16.8,909,19.8,1165,559,1,2,9,48,13,28,100731,82698,59073,51758,44,8.1,16.8,39.3,11,32.4,12.2,5,31,61,3,61,11,11,6,3,8,203206,1.296000,90703218,9477,57,31,12,15049990,23,93930694,73289935,7658,58,6,5,10,21,42580942,4449,60,19,12,1,3,2,1,2,0
Southwest,015912,015 BEXAR,20,17,12409,3,91,5,0,0,0,1,83.3,13,10,12,18,4,94.7,0.3,8.9,627,87.6,64,67,53,60,69,68,61,63,76,56,73,26,71,62,44.4,3.2,844,17.1,1493,743,1,3,8,50,7,31,96033,75843,63350,52655,68,8.3,16.7,35.4,10.7,29.3,7,3,51,43,3,75,10,0,10,4,2,118854,1.223000,121832981,10343,67,18,15,21278860,24,137645491,103426478,8781,58,6,5,10,21,60094312,5102,59,15,16,1,4,0,2,2,1
Lackland,015913,015 BEXAR,20,2,1110,18,25,47,0,2,1,8,31.2,2,10,2,16,5,96.8,0,0,31,96.9,87,88,78,86,95,89,82,87,88,.,100,88,91,84,100,36,1007,20.9,172,83,1,2,12,48,14,22,118381,76962,65087,54538,46,6.4,13.4,22.7,13.1,35.5,12.2,7,20,71,1,76,4,14,1,4,1,0,0.000000,13838547,14049,50,2,48,7043673,57,13155362,12253313,12440,59,7,5,9,21,7170435,7280,65,20,10,1,3,1,1,0,0
Ft Sam Houston,015914,015 BEXAR,20,2,1544,19,25,43,1,3,1,9,35.2,3,10,3,13,6,95.8,0,3.1,63,95.3,79,84,71,76,84,78,72,79,84,100,88,59,80,72,93.2,40,1032,23,216,116,1,3,10,54,11,20,117514,79512,62348,53002,34,7.2,13.3,24,14,37.6,16.8,9,13,74,4,78,13,1,1,2,5,0,0.000000,23915201,16759,42,7,51,10316448,64,18737161,17894171,12540,54,12,6,11,17,9703579,6800,55,34,6,0,2,1,2,0,0
Northside,015915,015 BEXAR,20,110,97204,6,68,20,0,3,0,3,53.7,7,12,7,20,10,95.4,0.1,3.3,5678,92.4,82,84,72,81,85,83,78,79,90,78,91,87,90,75,71.4,26.8,979,21.4,11937,5881,0,2,11,49,9,29,104923,74963,57058,52171,56,8.1,16.5,27,12.2,35.3,7.8,3,40,54,3,64,13,6,8,3,6,333513,1.376000,922753832,9751,40,51,9,90917325,14,1014379742,775046480,8190,61,5,5,9,20,472241909,4990,63,21,7,1,3,1,2,1,1
Judson,015916,015 BEXAR,20,30,22460,25,52,18,0,2,0,3,63.9,8,9,7,25,8,95.8,0.3,12.3,1255,81.9,73,76,61,72,77,76,67,72,82,70,85,77,82,68,59.8,15.9,924,19.3,2776,1348,0,2,12,49,8,29,104004,69675,54701,48780,52,8.1,16.7,43,9.5,29.1,17.5,14,28,56,2,78,9,0,4,4,4,268031,1.430000,212113088,9634,47,44,9,33440426,22,241930420,178758187,8119,61,5,5,11,19,108395027,4923,63,18,9,1,4,1,2,1,1
Southside,015917,015 BEXAR,20,9,5178,1,89,9,0,0,0,1,81.2,14,10,13,25,7,94.9,0.6,11.8,298,83.6,68,73,56,66,67,69,76,67,75,.,94,.,.,66,71.9,6.9,820,19.1,705,341,1,3,9,48,8,31,101473,65668,57034,47241,72,7.3,15.2,42.1,9.1,24.2,14.3,4,59,36,1,77,8,6,0,5,4,93204,1.369000,57205602,10773,69,16,15,16636005,43,60054063,48541178,9141,57,7,6,10,20,27445953,5169,57,14,16,5,4,0,3,0,2
Johnson City,016901,016 BLANCO,13,3,710,0,28,68,1,1,0,2,41.8,7,11,7,27,7,95.9,0,2.4,41,95.2,82,82,76,84,82,85,.,79,84,76,100,.,65,77,75,33.3,1034,22.7,110,57,3,4,5,52,14,22,94508,70772,58322,47170,9,6.5,12.4,15.7,15.4,22.6,9.3,0,0,98,2,80,8,2,2,4,4,785308,1.193000,9713755,13739,27,68,5,1866532,26,8283760,7402118,10470,56,11,5,11,17,4164621,5891,60,20,7,0,6,1,4,1,0
Blanco,016902,016 BLANCO,13,3,965,1,35,61,0,0,0,2,52.7,4,10,4,25,10,96.1,0,1.3,79,98.7,83,82,68,85,91,84,82,73,87,.,.,.,87,76,73,29.6,994,21.3,162,87,2,2,10,53,9,23,88805,71740,50388,48778,14,5.9,11.1,20.5,14.6,19.6,8.8,0,3,97,0,78,8,5,1,4,4,680607,1.161000,12115139,12542,29,63,8,2531951,26,11936944,11134740,11527,60,10,4,10,16,6651999,6886,62,15,10,1,5,1,4,1,1
Borden County,017901,017 BORDEN,17,1,211,0,17,74,1,0,0,9,26.1,1,4,1,36,5,96.1,0,0,17,100,89,92,95,86,87,83,.,86,88,100,.,.,100,81,.,50,.,22.5,47,19,2,0,6,40,9,43,183544,84060,56743,52930,26,4.5,11.3,16.1,14.7,8.2,10.5,0,11,89,0,81,2,7,0,10,0,3340651,1.320000,9250903,40753,28,70,3,4653888,49,23291649,4412163,19437,40,15,1,22,22,1762233,7763,59,18,4,0,8,0,10,1,0
Clifton,018901,018 BOSQUE,12,3,1093,3,31,63,1,1,0,2,53.9,6,10,6,26,5,96.5,0,1.3,74,97.4,78,81,69,79,74,84,60,67,84,33,100,.,62,68,76.9,32,1020,19.7,168,91,1,3,6,54,10,26,73413,59638,48914,41001,9,6.5,12,28.6,13.4,8.7,21.3,1,4,94,1,71,10,12,3,4,1,423161,1.140000,11422410,10046,36,54,11,2721709,34,10409922,9729405,8557,61,5,5,12,17,5893264,5183,67,16,9,0,3,0,4,1,0
