SNAPDIST,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETOTHP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT09R,DA0708DR09R,DADC409R,DA0GR09N,DAGC409R,DA311TA10R,DA311TR10R,DA311TW10R,DA311TM10R,DA311TC10R,DA311TS10R,DB311TA10R,DH311TA10R,DW311TA10R,DO311TA10R,DE311TA10R,DACTA10R,DA0CT09R,DA0CC09R,DA0CS09R,DA0CA09R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTOEFP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFFENDT,DPFFENDP,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAOTHP
Deweyville,176903,176 NEWTON,05,RE,3,700,0,2,96,1,44,0,6,0,31,5,94.5,0,0,59,98.3,80,88,87,89,89,97,.,58,81,50,73,96,28.3,13.3,926,.,120,63,1,4,5,53,12,26,93000,65480,47383,44851,1,5.8,11.1,24.6,15.2,13.5,10.8,0,2,98,0,87,4,0,0,6,3,582459,1.290000,9245886,13152,31,61,8,5073887,73,10320748,7607676,10822,54,9,6,13,18,4069109,5788,57,15,12,0,7,3,5,1
Roscoe,177901,177 NOLAN,14,RE,3,365,2,57,40,2,68.5,9,12,9,33,1,96.7,0,0,36,100,73,86,97,80,88,97,.,61,89,.,67,92,75.9,9.1,884,18.6,55,30,2,4,4,54,16,21,86146,65001,62354,44077,15,6.7,12.3,25.4,15.4,6.5,12.3,0,3,97,0,87,5,2,0,6,0,870646,1.320000,4326259,12800,42,51,7,906516,28,3976434,3275079,9690,55,7,6,15,17,1798612,5321,57,11,18,1,7,0,6,0
Sweetwater,177902,177 NOLAN,14,RE,7,2278,10,44,47,0,63.5,2,15,2,30,10,95.1,0,6.1,144,91.9,79,94,95,84,84,95,65,74,85,.,72,88,59.4,26.6,1013,21.1,415,202,1,2,7,49,15,28,90667,60880,42788,39925,28,5.5,11.3,40,12.4,10.9,18.8,1,8,89,1,80,8,3,0,5,4,241137,1.230000,24849696,10748,50,34,16,4101391,25,32550553,21913332,9478,56,4,4,12,23,12367839,5349,57,18,15,0,3,1,5,2
Blackwell Cons,177903,177 NOLAN,14,RE,1,163,0,15,83,1,50.3,3,12,3,35,7,96.7,0,0,10,100,75,91,87,80,92,.,.,59,78,.,75,91,75,16.7,.,19.8,44,22,5,2,0,50,9,34,72963,71500,23183,43355,9,3.7,7.4,22.7,12.2,4.5,14.1,0,5,91,5,84,6,0,0,10,0,4154755,1.100000,6037442,38455,19,79,2,1982952,17,9860131,2747072,17497,50,18,6,12,15,1377273,8772,67,9,10,0,8,0,6,0
Highland,177905,177 NOLAN,14,EX,1,227,1,18,77,4,35.7,4,11,4,40,4,97,0,0,16,100,91,98,.,93,98,.,.,67,95,.,82,100,100,53.8,1125,24.1,42,20,5,5,4,48,12,26,64120,59509,44490,40785,12,5.4,11.2,19.8,14.6,16,14.1,0,0,100,0,77,10,0,0,12,1,1193267,1.355000,4294952,20259,8,88,5,476960,12,5307541,2493358,11761,53,14,7,13,14,1321969,6236,66,14,11,1,4,1,4,0
M L Garza-Gonzalez Charter,178801,178 NUECES,02,AU,3,282,3,93,4,0,98.6,26,8,26,37,0,90.2,7.3,37.8,18,14.6,36,70,.,48,50,93,.,40,.,.,36,92,0,.,.,.,47,18,3,9,16,39,17,16,62408,40975,41316,37033,93,6,15.3,65,6.8,16.3,39.6,5,76,19,0,44,5,43,0,7,0,0,0.000000,2361226,8745,78,1,21,68913,3,2299184,2265675,8391,36,16,8,28,12,804750,2981,45,8,42,1,3,0,0,0
Seashore Lrn Ctr Charter,178802,178 NUECES,02,EX,1,204,2,15,79,4,0,1,7,1,0,17,96.2,.,.,0,.,82,94,94,83,.,.,.,80,83,.,.,.,.,.,.,.,24,16,2,2,0,65,8,22,51000,51000,.,36328,20,8.3,12.8,50,5.6,6.3,17.6,0,22,78,0,94,5,0,1,0,0,0,0.000000,1449746,7213,90,4,6,1165576,83,1411949,1406235,6996,60,14,2,21,3,842053,4189,83,16,1,0,0,0,0,0
Richard Milburn Alter High,178804,178 NUECES,02,EA,1,266,3,72,24,1,63.5,0,8,0,56,0,88,.,31,76,39.4,45,90,.,46,68,95,40,36,70,.,38,60,4.2,.,.,.,20,16,0,3,0,82,0,15,.,75000,.,42171,30,13.3,16.2,54.9,9.6,24.4,33.2,6,30,63,0,88,3,0,0,9,0,0,0.000000,2116940,8367,86,0,14,99108,8,2027885,2027885,8015,41,21,9,16,13,827293,3270,53,6,32,0,8,0,0,0
Corpus Christi Montessori,178807,178 NUECES,02,EX,1,169,1,52,46,2,11.8,0,9,0,0,0,96.2,.,.,0,.,88,98,.,90,94,.,.,88,88,.,79,.,.,.,.,.,22,9,2,2,0,42,42,12,66000,66000,.,37756,53,7.9,18.8,88.9,3.1,11.1,25,0,44,56,0,89,11,0,0,0,0,0,0.000000,1186295,7754,97,2,1,0,0,847686,847620,5540,59,13,4,21,3,497327,3251,88,11,1,0,0,0,0,0
Seashore Middle Academy,178808,178 NUECES,02,EX,1,141,1,17,79,3,2.8,0,8,0,0,21,96.4,0,.,0,.,97,99,.,99,.,.,.,.,96,.,.,.,.,.,.,.,14,11,0,15,0,77,0,9,.,42500,.,37487,14,10.3,13.4,66.7,4.3,52.4,22.1,0,5,95,0,90,10,0,0,0,0,0,0.000000,1040974,8822,86,5,9,96565,10,936085,934523,7920,55,8,5,28,4,517719,4387,94,5,1,0,0,0,0,0
Sch of Sci & Tech Corpus Ch,178809,178 NUECES,02,RE,1,314,10,65,22,4,56.7,2,5,1,0,9,.,.,.,0,.,75,91,95,82,82,.,44,76,77,90,74,.,.,.,.,.,23,18,4,4,0,79,8,4,48452,79327,.,33586,26,13.8,17.4,94,1.6,22.1,.,0,22,78,0,94,6,0,0,0,0,.,.,.,.,.,.,.,-74125,-3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Agua Dulce,178901,178 NUECES,02,AA,2,341,1,72,26,0,63,4,9,4,20,4,96.1,0,14.8,21,81.5,61,86,88,69,78,86,.,53,76,.,54,95,.,3.8,.,15.8,50,29,2,4,2,58,15,19,77250,62903,39365,41075,54,6.8,11.8,44.8,10.4,24.1,20,0,41,59,0,76,8,7,0,7,1,363035,1.400000,5200377,14170,38,36,26,1486558,44,3947800,3577320,9747,59,8,6,13,14,2118995,5774,37,7,44,0,5,1,6,0
Bishop Cons,178902,178 NUECES,02,AA,5,1224,1,78,19,1,59.6,6,6,6,34,5,96,0,15.7,67,80.7,81,93,94,87,88,97,38,78,92,87,74,99,49.2,23.3,968,19.5,173,89,2,4,6,51,12,25,72515,61481,45018,44028,66,7.1,13.7,34.6,12.5,16.4,9.6,3,58,38,0,81,9,3,0,6,0,406424,1.526000,11962461,10044,31,60,9,2474896,26,19465959,10905070,9156,52,8,6,14,20,5690223,4778,60,15,14,0,5,0,5,2
Calallen,178903,178 NUECES,02,RE,6,3797,2,51,46,1,45.5,2,9,2,21,10,95.6,0,3.8,299,92.5,86,95,96,92,91,98,62,81,91,97,78,94,65.2,31.3,983,22.4,524,251,1,2,9,48,10,30,112120,64085,48390,47321,38,7.3,15.1,29.4,13.9,21.1,14.3,0,22,77,1,79,10,2,0,5,5,299019,1.299000,33457211,8775,41,51,8,3716013,14,54469281,29351015,7698,57,6,5,11,22,16743274,4391,66,17,5,0,4,1,5,2
Corpus Christi,178904,178 NUECES,02,AA,61,38041,5,77,15,2,68.3,5,11,5,17,4,95.1,0.4,10.9,2079,78,71,90,93,79,78,93,64,68,83,89,64,89,54.8,19,939,19,5030,2395,2,3,8,48,12,27,76069,68344,60755,50380,68,7.6,15.9,27.5,13.7,40,9.1,3,52,44,1,77,11,4,0,4,4,292902,1.237000,343872040,8973,47,39,15,45167886,17,346879798,315775498,8240,56,7,5,14,18,176465002,4605,62,16,13,1,3,0,2,2
Driscoll,178905,178 NUECES,02,EX,2,263,0,89,11,0,79.8,10,8,10,0,7,95.2,0,.,0,.,89,94,98,96,94,96,.,89,94,.,88,.,.,.,.,.,56,25,4,4,7,45,14,26,59152,56941,42783,41729,60,4.7,10.5,20,10.3,16,16.2,0,48,52,0,84,8,8,0,0,0,512771,1.239000,5419143,19997,52,36,12,1151183,26,3975416,3378019,12465,55,8,3,15,19,1858755,6859,59,8,29,1,0,0,1,2
London,178906,178 NUECES,02,EX,1,352,3,36,55,6,15.3,2,8,2,9,9,97.6,0,.,0,.,93,97,96,96,97,.,.,84,97,.,79,.,.,.,.,.,54,26,4,2,3,49,11,31,86502,62000,51284,46308,41,6.5,13.3,36.7,11.5,8.7,8.3,0,20,80,0,87,5,6,0,0,2,647620,1.210000,3959606,14942,12,84,5,538246,16,6340784,3024609,11414,54,9,3,18,15,1646623,6214,80,9,8,0,0,3,1,0
Port Aransas,178908,178 NUECES,02,RE,3,548,1,11,85,3,30.8,1,6,1,19,6,95.7,0,0,42,97.5,84,96,97,88,89,98,40,79,85,.,70,100,69.4,36,1041,26.6,101,49,3,3,4,48,15,28,65813,67926,59639,47343,18,5.4,11.3,21.6,15,47.3,17.3,0,2,98,0,83,5,1,2,5,4,3194221,1.058000,8985948,16734,24,71,5,4628363,22,7372660,6417836,11951,54,10,6,18,13,3437100,6401,67,19,8,0,2,1,3,0
Robstown,178909,178 NUECES,02,AA,8,3385,1,97,1,0,88.3,5,11,4,28,10,93.9,0.6,14.1,181,66.3,55,82,91,67,59,87,53,55,67,.,55,84,72.2,5.3,916,17.2,579,244,1,3,12,42,11,30,58722,54194,45122,43354,89,5.8,13.9,29.7,15.2,24.3,14.8,1,78,19,1,64,12,4,8,7,5,97934,1.374000,38087403,11305,68,12,20,8397407,26,48812792,33115879,9830,54,9,5,14,18,17926790,5321,48,16,25,0,5,1,4,2
Tuloso-Midway,178912,178 NUECES,02,RE,6,3408,2,68,29,1,51.1,5,11,5,23,3,96,0.2,1.2,235,96.3,80,93,93,87,85,98,78,77,87,94,73,93,54.3,21.1,989,19.1,392,224,2,3,9,57,10,19,81765,60776,44714,45404,49,8.7,15.2,26.6,13.3,27.7,10.5,0,38,61,0,81,8,1,0,5,5,436305,1.332000,32863846,9714,28,62,9,7022581,28,47521224,26540931,7845,55,6,5,12,22,14714314,4349,55,17,13,2,6,0,6,3
Banquete,178913,178 NUECES,02,RE,3,831,1,77,21,0,63.7,2,8,2,23,3,95.2,0,1.7,61,93.1,77,90,91,83,85,94,.,75,85,.,74,90,73.7,16.7,.,18.8,129,65,2,3,8,50,9,29,110510,61921,48873,45570,64,6.4,12.8,33.8,10,5.4,15.2,0,47,53,0,87,6,2,0,4,0,309955,1.439000,10856880,13018,58,31,11,2048032,29,12598435,8933745,10712,54,7,4,15,20,4855443,5822,52,7,28,0,4,0,7,2
Flour Bluff,178914,178 NUECES,02,RE,7,5440,6,14,74,6,45.8,3,10,3,19,11,95.4,0.1,3.7,407,89.5,80,93,91,86,87,96,68,76,83,84,74,95,62.1,27.7,1009,21,764,358,1,3,6,47,13,30,95865,67749,54972,46636,30,7.1,15.2,27.6,12.4,29.6,11.8,1,17,81,1,71,10,7,0,3,8,423068,1.069000,47520323,8524,37,54,9,13431218,32,45958551,42848396,7686,55,8,5,12,19,23564038,4227,58,20,9,0,3,6,3,1
West Oso,178915,178 NUECES,02,AA,4,2083,14,84,2,0,87.7,5,13,4,23,3,94.8,0,12.5,106,80.8,63,86,85,74,68,88,57,64,79,.,63,78,48.8,12.8,856,16.6,320,151,1,3,8,47,12,28,93022,63263,46248,45631,82,6.5,13.8,40.5,11.1,28.3,12.5,11,57,32,0,64,13,9,6,4,5,248480,1.420000,21965844,10535,53,33,14,4057172,23,23017358,18935976,9082,60,7,4,12,17,11358449,5448,50,20,23,1,3,1,2,1
Perryton,179901,179 OCHILTREE,16,RE,6,2255,0,63,36,0,62.5,24,6,24,20,6,96.4,0,3.8,156,92.5,71,88,89,78,81,93,67,63,82,63,64,93,52.7,37.7,.,21.5,326,175,1,3,4,54,12,26,84765,52366,46955,41969,21,6.9,12.9,32.3,13.5,11,10.5,0,9,91,0,83,7,0,2,5,3,401314,1.105000,20336502,9120,36,51,14,3065487,19,19070648,17865183,8011,58,6,5,10,21,10283318,4611,55,18,13,1,4,1,6,3
Boys Ranch,180901,180 OLDHAM,16,AA,4,289,12,18,70,1,83.4,2,17,2,37,5,98.2,2.5,9.1,36,90.9,54,82,78,66,73,94,37,40,61,.,49,76,.,10.2,.,17.1,90,62,4,4,7,69,7,8,76902,73204,52874,47687,8,3.2,4.7,49.6,11.4,10.7,16.1,2,6,92,0,90,1,0,0,9,0,0,0.000000,6884610,21582,43,47,10,770894,13,6833028,6673025,20919,68,9,8,1,15,4504276,14120,58,17,9,0,6,0,5,5
Vega,180902,180 OLDHAM,16,EX,2,289,2,13,84,1,32.5,0,9,0,41,5,97,0,3.6,27,96.4,84,98,97,90,91,95,.,66,87,.,73,100,95,26.3,.,20.4,54,31,4,5,8,58,4,22,66830,63216,46786,44317,13,5.4,9.3,41.9,11.5,7.5,15.3,0,0,100,0,81,7,0,0,11,0,374239,1.040000,3522068,12534,45,49,7,694487,20,4107508,3299650,11743,58,8,5,8,20,1905301,6780,60,13,11,0,9,0,8,0
Adrian,180903,180 OLDHAM,16,EX,1,131,1,34,63,2,62.6,2,12,2,55,4,95.7,0,9.1,10,90.9,80,91,.,86,86,.,.,71,85,.,75,100,100,12.5,.,18.1,27,16,3,0,0,59,11,27,78500,.,.,42610,4,4.8,8.1,24.7,15.8,7.7,27.5,0,0,100,0,88,0,1,0,12,0,340722,1.040000,1973256,14949,58,36,6,1037541,58,2072405,1790142,13562,55,11,4,12,19,976171,7395,68,8,13,0,9,0,2,0
Wildorado,180904,180 OLDHAM,16,EX,1,99,2,10,86,2,46.5,2,6,1,0,0,97.1,.,.,0,.,87,97,91,89,89,.,.,.,91,.,83,.,.,.,.,.,18,9,3,9,1,51,17,18,65000,50897,35079,39737,6,5.7,11,22.2,10.3,0,22.2,0,0,100,0,89,5,6,0,0,0,384777,1.040000,1052444,11317,-56,145,11,80287,7,1089934,909169,9776,54,13,5,11,17,487218,5239,64,8,26,0,0,0,1,0
Bridge City,181901,181 ORANGE,05,RE,5,2481,1,12,83,4,46.6,4,10,4,21,12,95.6,0,7.7,152,88.1,83,95,97,89,88,97,67,80,84,87,80,99,70.1,18.1,926,22.6,363,167,1,2,7,46,13,30,89980,62325,47705,42578,5,6.8,14.8,22.1,13.3,7.8,8.4,0,1,98,1,77,8,6,1,3,5,241227,1.290000,32015559,13618,46,32,23,2654815,14,21681346,19745288,8399,53,5,5,15,22,10456371,4448,54,18,16,1,3,3,6,0
Orangefield,181905,181 ORANGE,05,RE,4,1754,1,7,90,2,31.5,2,11,2,30,6,95.3,0,5.8,110,89.2,81,95,96,87,87,96,50,84,82,76,68,94,62.9,16.4,948,20.3,244,119,2,3,7,49,11,29,81285,63232,51177,43563,4,7.2,14.7,31.9,11.6,11.5,14.4,0,1,99,0,83,7,2,0,6,4,220350,1.170000,14149646,8184,59,33,8,196749,2,15198921,13705898,7927,48,5,5,18,23,6635704,3838,63,14,8,0,6,3,5,1
West Orange-Cove Cons,181906,181 ORANGE,05,AA,5,2545,65,8,26,1,77.9,3,13,3,20,6,92.8,0.2,16.7,145,74.5,54,82,84,62,63,87,48,68,67,67,52,70,83.3,5,799,.,429,187,1,4,10,44,0,42,87663,66311,49892,44360,36,5.9,13.6,33.1,14.3,18.7,17.8,17,2,82,0,90,6,1,0,0,3,565078,1.432000,30793220,11885,17,63,20,5927781,29,40806337,25520445,9850,56,7,5,13,20,14155944,5464,44,14,29,0,4,1,3,6
Vidor,181907,181 ORANGE,05,RE,7,4935,0,4,94,1,53.9,1,16,1,27,5,95.5,0,1.7,297,92.3,79,92,96,88,82,96,60,72,79,92,75,92,42.1,16.3,975,18.9,783,364,1,3,6,46,14,30,80854,65376,55836,45100,3,6.3,13.6,29.5,13.9,10,9,0,3,97,0,67,13,9,0,6,5,162244,1.230000,48726192,10099,64,24,12,6724519,17,48992476,44649318,9254,58,5,5,13,19,26035694,5396,52,25,8,0,5,5,2,3
Little Cypress-Mauriceville,181908,181 ORANGE,05,RE,6,3621,7,6,85,2,35.7,2,12,2,24,5,94.8,0.5,5,244,91.5,79,93,92,86,86,94,60,70,81,83,68,92,50,28.6,1014,22.9,547,261,1,3,7,48,14,28,85193,64001,52749,42820,3,6.6,13.8,35.6,11.4,13,14.9,0,0,99,0,70,8,7,1,5,8,258360,1.147000,30485624,8417,57,34,9,2503627,9,33664726,29679269,8194,55,6,5,14,19,16378382,4522,57,19,10,1,5,4,3,1
Gordon,182901,182 PALO PINTO,11,RE,1,204,0,12,88,1,48,1,12,2,26,3,95.8,0,0,17,100,76,92,.,80,91,97,.,71,77,.,75,93,.,6.3,884,15.8,32,20,3,3,1,60,9,23,75600,59225,75611,40616,9,6.3,10.5,46.2,11.6,7.7,26,0,5,95,0,82,5,6,0,7,0,642696,1.098000,2476567,13173,35,61,4,790872,37,2137539,1979032,10527,54,10,5,19,13,1062141,5650,68,10,12,0,9,0,2,0
Graford,182902,182 PALO PINTO,11,RE,2,330,0,12,86,2,59.7,2,11,2,32,7,95.9,0,0,23,95.8,74,92,98,83,77,95,.,68,74,.,75,97,31.6,16.7,902,.,58,35,3,5,1,60,7,24,64053,62423,52347,41298,3,5.7,9.5,34.4,14.7,11.1,12.2,0,0,100,0,82,6,3,0,9,0,1908400,1.076000,4122943,12965,22,72,5,1993933,27,3668423,3303530,10388,57,9,7,8,18,1872653,5889,62,11,13,0,9,0,5,0
Mineral Wells,182903,182 PALO PINTO,11,RE,6,3561,4,33,62,1,64,9,12,9,23,5,95.6,0.3,6.9,227,86.1,72,88,87,80,82,94,58,66,76,81,65,95,40.4,17.5,967,19.6,529,270,1,3,8,51,16,22,90786,66730,48532,41343,13,6.7,13.2,32.8,12.7,15.3,17,1,1,97,1,62,12,7,8,4,7,215021,1.241000,40417946,11095,51,38,11,6530605,25,35192006,31707351,8704,57,6,6,9,22,18015035,4945,42,27,12,7,4,3,4,2
Santo,182904,182 PALO PINTO,11,RE,2,509,0,14,85,0,37.9,2,11,2,37,10,96.5,0,2.9,33,94.3,71,88,95,78,87,99,.,63,72,.,66,90,75.9,27.3,1055,20.6,74,38,3,4,3,51,12,27,73348,59452,40958,42906,3,6.9,13.5,25.6,16.1,8,8.7,0,0,100,0,82,6,3,1,8,0,494970,1.183000,5035595,10112,30,67,4,177484,4,5573960,4410612,8857,52,10,6,13,18,2312834,4644,66,8,11,1,6,1,7,0
Strawn,182905,182 PALO PINTO,11,RE,1,178,1,33,66,0,56.2,9,14,9,12,3,97,0,0,19,95.2,68,83,91,78,79,95,.,65,71,.,67,100,52.9,11.1,.,19.4,29,19,3,0,2,65,0,30,76000,.,39526,41195,3,6.2,9.5,20.6,14.6,5.4,7.8,0,5,95,0,100,0,0,0,0,0,437461,1.040000,1893691,10127,48,48,4,736361,42,1980656,1837748,9828,58,11,3,14,14,1056513,5650,66,10,10,1,5,1,8,0
Palo Pinto,182906,182 PALO PINTO,11,EX,1,91,0,17,84,0,64.8,6,11,6,0,1,97.5,.,.,0,.,95,98,.,97,.,.,.,.,94,.,93,.,.,.,.,.,18,10,6,6,1,57,11,20,85001,72000,37406,46498,0,5.2,9.1,10,19.2,10,9.1,0,0,100,0,90,10,0,0,0,0,4725016,1.061000,1334316,17107,29,67,4,754323,16,1473177,1334833,17113,58,8,11,8,15,777105,9963,83,7,9,0,0,0,0,0
Panola Charter,183801,183 PANOLA,07,EA,2,139,12,7,78,2,34.5,1,7,1,99,8,92.3,0,14.9,31,57.4,62,89,.,65,76,92,36,71,66,.,65,70,7.4,.,.,.,18,10,15,4,16,57,5,3,60564,108203,36253,44045,11,7.5,13.3,9.6,14.7,34.8,15.6,10,0,90,0,64,6,0,1,29,0,0,0.000000,1518917,11684,92,4,4,0,0,1463492,1433568,11027,49,30,5,5,11,695800,5352,56,15,12,0,17,1,0,0
Beckville,183901,183 PANOLA,07,RE,2,656,10,10,79,1,36,2,10,2,36,3,95.3,0,15,35,85,77,93,91,82,83,91,63,72,79,.,64,89,72.4,9.5,.,19.6,97,56,2,3,5,58,10,21,62000,64794,47418,41097,11,6.7,11.6,32,12.5,20.1,14.9,4,0,96,0,71,7,12,1,8,1,1175343,1.040000,9172607,14629,29,66,4,1890291,20,9531064,5891229,9396,50,10,6,14,19,2955389,4714,57,12,17,1,6,1,7,1
Carthage,183902,183 PANOLA,07,RE,5,2767,25,14,60,1,48.5,7,10,7,27,8,94.9,0.2,3.9,180,90.5,78,90,92,85,89,99,60,63,87,.,66,96,53.2,25,1040,20,475,217,1,2,7,46,12,32,92960,74151,52067,46299,21,5.8,12.8,24.2,14.6,24.7,11.3,10,2,88,1,69,9,7,4,6,6,1292615,1.140000,37441418,13458,24,69,7,13659030,35,42770122,26652044,9580,55,8,6,10,21,14537703,5226,54,16,18,0,4,8,0,1
Gary,183904,183 PANOLA,07,EX,1,384,0,6,94,1,42.4,1,14,1,28,2,94.7,0,0,16,73.9,80,96,96,87,85,95,.,67,81,.,76,84,33.3,.,.,.,67,33,3,1,7,50,21,18,72551,64247,39405,44421,0,5.7,11.6,21.6,14.1,9.1,8.3,0,0,100,0,82,8,3,1,7,0,801800,1.205000,5483446,15622,21,74,5,1258241,34,5927102,3707395,10562,57,9,5,15,16,2095287,5969,60,17,11,0,6,1,6,0
Crosstimbers Academy,184801,184 PARKER,11,EA,1,149,1,10,87,3,49.7,0,13,0,52,0,93.1,.,.,54,.,64,92,.,67,88,90,.,55,66,.,57,59,0,.,.,.,20,11,3,5,8,53,14,17,126000,75000,56667,37410,3,7.5,14,47.1,6.9,18.8,26.1,0,0,100,0,87,0,0,0,13,0,0,0.000000,1216756,8947,95,1,4,0,0,1133977,1133977,8338,49,22,6,13,10,554277,4076,62,13,9,0,15,0,0,0
Poolville,184901,184 PARKER,11,RE,3,527,0,17,82,1,54.5,5,9,8,21,7,95.8,0,0,27,83.3,76,94,97,85,77,93,.,86,74,.,73,97,20.8,0,.,.,91,50,1,4,4,56,9,27,106626,65670,46205,41912,4,5.8,10.5,40.5,9.6,12.7,13.6,0,4,96,0,75,6,10,2,7,0,330124,1.245000,6189313,10783,57,37,6,1105267,22,5861794,5107631,8898,57,7,7,14,15,2901739,5055,70,10,12,0,4,0,4,0
Springtown,184902,184 PARKER,11,RE,6,3503,2,12,85,2,53,3,10,3,29,5,95.5,0,3.7,200,88.4,71,88,89,79,83,94,71,65,72,74,62,90,45.6,22.1,977,20.2,483,247,1,3,7,51,13,24,98316,69594,56307,46499,7,7.3,14.2,32.9,12.3,10.5,10.3,0,3,96,1,79,7,5,0,5,4,240529,1.394000,33203647,9290,52,41,7,5681302,22,59041983,28624375,8009,58,6,5,11,21,16519558,4622,69,16,8,0,4,0,4,0
Weatherford,184903,184 PARKER,11,RE,11,7505,3,21,75,2,41.4,7,8,8,26,8,95.4,0,1.8,432,90.3,83,94,95,88,89,97,74,72,86,91,74,95,51.8,41.8,1067,21.6,990,503,1,3,11,51,12,23,121972,68905,59077,48037,13,7.6,14.9,32.4,12.1,18.5,9.6,1,4,93,2,71,11,4,5,4,5,453437,1.400000,72150665,9643,25,69,6,1130141,2,101106453,60420158,8075,57,8,5,11,19,34455834,4605,59,22,6,4,4,1,3,0
Millsap,184904,184 PARKER,11,RE,3,767,1,12,87,1,44.6,3,10,3,39,9,96.3,0,1.5,62,98.5,74,91,94,83,87,98,.,63,76,.,68,100,32.7,33.3,1040,21.2,123,62,2,5,9,50,14,21,85357,65650,40971,43127,4,6.2,12.4,27.4,12.2,11.1,18.1,0,2,98,0,75,8,5,1,7,5,373616,1.535000,8709520,11691,39,57,5,1426428,21,16977774,7208937,9676,55,7,8,11,20,3943589,5293,68,11,8,0,5,0,5,3
Aledo,184907,184 PARKER,11,RE,7,4565,1,9,88,2,11.9,2,8,2,17,8,96.5,0,1.1,359,96.7,91,97,97,95,93,99,85,79,93,89,74,97,84.7,51.5,1086,24,492,303,1,4,9,62,7,18,112534,71647,51502,48867,3,9.3,15.1,24.2,13,17.1,9.6,0,1,99,0,76,8,0,2,3,11,551323,1.425000,47729733,10481,17,81,3,11777788,31,71831364,35921255,7888,61,7,5,11,15,21876113,4804,75,13,2,1,2,1,5,1
Peaster,184908,184 PARKER,11,RE,3,1071,1,9,88,1,28.9,3,9,3,28,5,96.2,0,0,73,97.3,81,94,95,87,86,94,67,65,82,.,68,93,43.1,39.3,1095,23,153,87,2,3,7,57,13,18,77053,65736,49939,43866,5,7,12.2,28.6,13.4,17.7,9.8,0,1,98,1,82,9,3,0,5,1,247216,1.353000,13082476,11893,50,42,9,1706560,20,13252736,11726799,10661,62,10,4,9,15,7251496,6592,48,41,6,0,3,1,2,0
Brock,184909,184 PARKER,11,EX,3,852,1,5,93,2,14.4,2,7,2,30,5,97.1,0,0,64,100,89,95,98,94,93,98,86,67,90,57,77,95,53.3,34.4,1084,22.8,129,67,2,2,4,52,12,28,93495,66556,40526,44360,5,6.6,12.6,10.4,15.6,16.3,6.2,0,1,99,0,83,10,1,0,6,0,447734,1.391000,9059451,11268,33,66,2,1617091,22,27775818,6970872,8670,56,10,5,12,17,3907090,4860,72,12,7,0,6,1,0,0
Garner,184911,184 PARKER,11,RE,1,202,0,7,90,3,50.5,3,9,3,0,10,95.7,0,.,0,.,79,94,.,85,77,92,.,67,79,.,69,.,.,.,.,.,35,18,3,3,2,50,17,25,73440,57000,56024,41181,0,5.8,11.5,38.8,11.8,1.4,13.2,0,0,100,0,89,11,0,0,0,0,793601,1.095000,3126203,16368,19,76,5,672107,33,3011777,2865450,15002,43,37,3,8,8,1229776,6439,76,11,10,3,0,0,0,0
Bovina,185901,185 PARMER,16,RE,3,510,0,92,7,0,83.7,26,6,26,12,3,96.7,0,7.5,37,90,70,85,92,82,74,93,.,68,.,.,67,95,100,14.3,.,18.9,94,49,1,2,5,52,18,21,83270,68126,39784,39247,45,5.4,10.3,32.8,13.6,23.9,18.3,0,17,83,0,88,2,2,2,5,0,153221,1.017000,5659380,11815,75,15,10,1430415,33,4529755,4183674,8734,62,5,7,8,17,2604948,5438,60,8,22,2,3,0,5,0
Farwell,185902,185 PARMER,16,RE,3,538,1,53,46,0,45.9,14,7,14,24,5,96.9,0,3.6,27,96.4,80,90,97,86,84,95,.,70,91,.,72,85,72,16.7,1023,20.2,101,49,2,2,3,49,24,21,61000,56293,44088,40231,28,5.3,10.9,34.5,12.4,16,34.7,0,6,94,0,87,3,2,3,5,0,246640,1.093000,5238663,10133,63,28,9,760656,16,5071411,4809677,9303,60,7,7,9,17,2879385,5569,58,12,20,2,4,1,4,0
